sample_id,stem_id,species,water mas,CPg,wc,NF,NSlf,SL,STm,Pbr,Sbr,P:S,SD.PL,SD.SL,SD.P:S,Pendent 1,Pendent 2,Pendent 3,Pendent 4,Pendent 5,Pendent 6,Pendent 7,Pendent 8,Pendent 9,Pendent 10,Spreading 1,Spreading 2,Spreading 3,Spreading 4,Spreading 5,Spreading 6,Spreading 7,Spreading 8,Spreading 9,Spreading 10,P:S1,P:S2,P:S3,P:S4,P:S5,P:S6,P:S7,P:S8,P:S9,P:S10
s4.06.07.li.2,s4.06.07.li.2.3,S.lindbergii,0.347,0.0193,17.9793,40,98,1.39,0.0277,0.7652,0.8907,0.866029274,0.114960689,0.130256708,0.11700241,0.685,0.853,0.651,0.958,0.714,0.915,0.832,0.745,0.724,0.575,1.002,0.935,0.675,1.195,0.865,0.832,0.916,0.83,0.832,0.825,0.683632735,0.912299465,0.964444444,0.80167364,0.825433526,1.099759615,0.908296943,0.897590361,0.870192308,0.696969697
s4.06.07.li.2,s4.06.07.li.2.4,S.lindbergii,0.6137,0.0337,18.2107,67,172,3.05,0.0509,0.7967,0.8406,0.956881977,0.138521515,0.114566313,0.170681331,0.491,0.734,0.805,0.766,0.971,1.044,0.795,0.811,0.795,0.755,0.798,0.776,0.627,0.798,0.855,1.035,0.863,1.034,0.805,0.815,0.615288221,0.945876289,1.283891547,0.959899749,1.135672515,1.008695652,0.921205098,0.784332689,0.98757764,0.926380368
s4.06.07.li.2,s4.06.07.li.2.5,S.lindbergii,0.3215,0.0193,16.658,36,115,1.83,0.0292,0.7797,0.8733,0.901936171,0.161870967,0.141830215,0.176021937,0.615,0.725,0.855,0.682,0.895,0.745,0.926,1.107,0.735,0.512,0.801,1.013,0.895,0.661,1.108,1.055,0.825,0.906,0.755,0.714,0.767790262,0.715695953,0.955307263,1.031770045,0.807761733,0.706161137,1.122424242,1.221854305,0.973509934,0.717086835
s4.06.07.li.3,s4.06.07.li.3.1,S.lindbergii,0.6298,0.0475,13.2589,8,32,1.38,0.0172,1.3395,1.5308,0.879181411,0.099593423,0.133045706,0.073903301,1.302,1.322,1.185,1.375,1.365,1.225,1.28,1.525,1.483,1.333,1.611,1.622,1.354,1.415,1.567,1.354,1.761,1.675,1.524,1.425,0.808193669,0.815043157,0.875184638,0.971731449,0.871091257,0.904726736,0.726859739,0.910447761,0.973097113,0.935438596
s4.06.07.li.3,s4.06.07.li.3.2,S.lindbergii,0.4832,0.0349,13.8453,11,37,1.48,0.0169,1.1545,1.4769,0.787630888,0.117972242,0.144250789,0.097432845,0.926,1.225,1.333,1.175,1.173,1.236,1.003,1.226,1.044,1.204,1.155,1.545,1.365,1.417,1.428,1.525,1.556,1.546,1.737,1.495,0.801731602,0.792880259,0.976556777,0.829216655,0.821428571,0.810491803,0.644601542,0.79301423,0.601036269,0.805351171
s4.06.07.li.3,s4.06.07.li.3.3,S.lindbergii,0.2501,0.0154,16.2403,9,38,1.71,0.0075,0.8437,0.9494,0.9037097,0.132764491,0.201957025,0.115626258,0.948,0.693,0.895,0.745,0.641,0.682,0.874,0.968,1.013,0.978,0.8,0.724,0.958,0.765,0.798,0.735,1.097,1.131,1.291,1.195,1.185,0.95718232,0.934237996,0.973856209,0.803258145,0.927891156,0.796718323,0.855879752,0.784663052,0.818410042
s4.06.07.li.3,s4.06.07.li.3.4,S.lindbergii,0.6016,0.0555,10.8396,13,52,2.23,0.0305,1.3732,1.4384,0.963743345,0.141741173,0.148419136,0.133273897,1.514,1.482,1.441,1.493,1.225,1.204,1.087,1.396,1.386,1.504,1.396,1.225,1.333,1.525,1.483,1.173,1.451,1.555,1.645,1.598,1.084527221,1.209795918,1.081020255,0.979016393,0.826028321,1.026427962,0.749138525,0.897749196,0.842553191,0.941176471
s4.06.07.li.3,s4.06.07.li.3.5,S.lindbergii,0.5315,0.0388,13.6985,13,50,2.26,0.0215,1.2203,1.1451,1.07028776,0.097067039,0.090369741,0.101592058,0.975,1.173,1.152,1.236,1.312,1.257,1.215,1.288,1.315,1.28,1.118,1.185,1.023,1.291,1.295,1.035,1.055,1.162,1.135,1.152,0.872093023,0.989873418,1.126099707,0.957397366,1.013127413,1.214492754,1.151658768,1.108433735,1.158590308,1.111111111
s4.06.07.li.4,s4.06.07.li.4.1,S.lindbergii,0.1804,0.0094,19.1915,11,42,2.85,0.008,0.801,0.7538,1.094546601,0.091823744,0.103148243,0.262228072,0.885,0.852,0.821,0.842,0.661,0.735,0.756,0.682,0.981,0.795,0.585,0.735,0.665,0.926,0.805,0.842,0.724,0.798,0.616,0.842,1.512820513,1.159183673,1.234586466,0.909287257,0.821118012,0.872921615,1.044198895,0.854636591,1.592532468,0.944180523
s4.06.07.li.4,s4.06.07.li.4.2,S.lindbergii,0.1993,0.0096,20.7604,12,50,2.58,0.0061,0.6194,0.7065,0.917521507,0.141641943,0.190098001,0.251881429,0.574,0.714,0.981,0.638,0.617,0.596,0.512,0.627,0.478,0.457,0.756,0.971,0.682,0.661,0.515,0.532,0.705,1.125,0.543,0.575,0.759259259,0.735324408,1.438416422,0.965204236,1.198058252,1.120300752,0.726241135,0.557333333,0.880294659,0.794782609
s4.06.07.li.4,s4.06.07.li.4.3,S.lindbergii,0.3083,0.0132,23.3561,14,55,3.21,0.0111,0.6813,0.8735,0.791655198,0.075647935,0.137831963,0.105688138,0.625,0.705,0.648,0.756,0.585,0.787,0.766,0.703,0.693,0.545,1.013,0.821,0.651,0.965,0.756,0.947,1.152,0.811,0.832,0.787,0.616979269,0.858708892,0.995391705,0.783419689,0.773809524,0.831045407,0.664930556,0.866831073,0.832932692,0.692503177
s4.06.07.li.4,s4.06.07.li.4.4,S.lindbergii,0.4338,0.013,33.3692,34,132,8.4,0.0239,0.7798,0.955,0.827136855,0.103524683,0.121636343,0.134557017,0.746,0.692,0.863,0.616,0.825,0.638,0.811,0.895,0.765,0.947,1.142,0.916,0.971,1.012,0.947,0.746,0.766,1.118,0.995,0.937,0.65323993,0.755458515,0.888774459,0.608695652,0.871172122,0.855227882,1.058746736,0.800536673,0.768844221,1.010672359
s4.06.07.li.4,s4.06.07.li.4.5,S.lindbergii,0.1683,0.0067,25.1194,13,53,3.29,0.0064,0.5982,0.7126,0.853348053,0.093945516,0.115353544,0.146939128,0.692,0.787,0.64,0.645,0.522,0.627,0.553,0.564,0.467,0.485,0.853,0.865,0.682,0.543,0.616,0.745,0.693,0.735,0.541,0.853,0.811254396,0.90982659,0.938416422,1.187845304,0.847402597,0.841610738,0.797979798,0.767346939,0.863216266,0.568581477
s4.06.07.li.5,s4.06.07.li.5.1,S.lindbergii,0.3901,0.0286,13.6399,40,139,4.91,0.041,1.1655,1.2293,0.98545468,0.12686075,0.220981017,0.247524863,1.265,1.162,1.131,1.135,1.225,0.863,1.045,1.268,1.315,1.246,0.798,0.895,1.472,1.365,1.375,1.055,1.333,1.257,1.441,1.302,1.585213033,1.298324022,0.768342391,0.831501832,0.890909091,0.818009479,0.783945986,1.008750994,0.912560722,0.956989247
s4.06.07.li.5,s4.06.07.li.5.2,S.lindbergii,0.4754,0.0396,12.0051,25,91,3.13,0.0376,1.3085,1.4146,0.945384869,0.171151541,0.258317324,0.147285485,1.525,0.947,1.215,1.235,1.344,1.495,1.345,1.525,1.184,1.27,1.567,0.916,1.674,1.065,1.375,1.525,1.834,1.322,1.493,1.375,0.973197192,1.033842795,0.725806452,1.159624413,0.977454545,0.980327869,0.733369684,1.153555219,0.793034159,0.923636364
s4.06.07.li.5,s4.06.07.li.5.3,S.lindbergii,0.3532,0.0288,12.2639,32,129,4.75,0.0367,1.1126,1.2641,0.890010705,0.123544486,0.176192196,0.118057819,1.215,0.937,0.958,1.075,1.128,0.971,1.097,1.257,1.173,1.315,1.566,1.226,1.108,1.118,1.333,1.141,1.291,1.598,1.085,1.175,0.775862069,0.764274062,0.864620939,0.961538462,0.846211553,0.851007888,0.849728892,0.78660826,1.081105991,1.119148936
s4.06.07.li.5,s4.06.07.li.5.4,S.lindbergii,0.2996,0.0234,12.8034,36,146,5.8,0.0382,1.1571,1.1775,0.997521954,0.214348058,0.235652817,0.157399781,0.798,1.235,0.787,0.971,1.278,1.28,1.173,1.365,1.267,1.417,0.704,1.162,0.937,1.152,0.935,1.344,1.335,1.396,1.475,1.335,1.133522727,1.062822719,0.839914621,0.842881944,1.36684492,0.952380952,0.878651685,0.977793696,0.858983051,1.061423221
s4.06.07.li.5,s4.06.07.li.5.5,S.lindbergii,0.2187,0.0165,13.2545,41,173,6.34,0.0304,0.8295,1.0294,0.815382903,0.130383473,0.131749915,0.141706006,0.695,0.714,0.916,0.832,0.734,1.055,0.961,0.756,0.971,0.661,1.076,1.055,1.141,1.173,1.184,1.131,0.947,0.853,0.947,0.787,0.645910781,0.676777251,0.802804557,0.709292413,0.619932432,0.932802829,1.014783527,0.886283705,1.025343189,0.839898348
s5.05.07.cu.1,s5.05.07.cu.1.1,S.cuspidatum,0.1909,0.0168,11.3631,14,57,2.21,0.0089,0.9288,0.9612,0.97176708,0.126731843,0.105181557,0.124594212,0.765,0.755,1.085,0.801,0.965,1.076,1.097,0.937,0.975,0.832,0.724,1.044,0.935,0.905,1.097,0.965,1.055,1.055,0.958,0.874,1.056629834,0.723180077,1.160427807,0.885082873,0.879671832,1.115025907,1.039810427,0.888151659,1.017745303,0.95194508
s5.05.07.cu.1,s5.05.07.cu.1.2,S.cuspidatum,0.1855,0.018,10.3056,46,159,5.55,0.0279,1.0103,1.0468,0.975652379,0.193844809,0.130362418,0.212248599,0.825,1.183,0.651,1.055,1.162,0.884,1.205,0.835,1.28,1.023,0.884,1.035,0.863,1.142,1.184,1.183,0.842,1.183,1.097,1.055,0.933257919,1.142995169,0.754345307,0.923817863,0.981418919,0.747252747,1.43111639,0.705832629,1.166818596,0.969668246
s5.05.07.cu.1,s5.05.07.cu.1.3,S.cuspidatum,0.1092,0.0109,10.0183,38,136,3.69,0.0183,0.7796,0.8883,0.880612132,0.121275884,0.087964823,0.13647648,0.745,0.585,0.756,0.947,0.947,0.795,0.575,0.855,0.835,0.756,0.965,0.805,0.745,0.985,0.795,0.948,0.798,0.992,0.945,0.905,0.772020725,0.726708075,1.014765101,0.96142132,1.191194969,0.838607595,0.720551378,0.861895161,0.883597884,0.835359116
s5.05.07.cu.1,s5.05.07.cu.1.4,S.cuspidatum,0.206,0.0187,11.016,29,99,3.9,0.0229,1.0353,1.0505,1.000698276,0.075053381,0.132473582,0.145187556,1.173,0.945,1.023,1.055,0.965,0.992,0.947,1.086,1.025,1.142,0.873,0.894,0.958,1.257,1.173,0.915,1.013,1.065,1.162,1.195,1.343642612,1.05704698,1.067849687,0.83929992,0.822676897,1.084153005,0.934846989,1.01971831,0.882099828,0.955648536
s5.05.07.cu.1,s5.05.07.cu.1.5,S.cuspidatum,0.2108,0.0127,16.5984,31,110,2.72,0.0153,0.8046,0.8177,0.991073785,0.08449639,0.109568289,0.089853297,0.935,0.787,0.852,0.724,0.853,0.845,0.635,0.895,0.775,0.745,0.971,0.703,0.755,0.765,0.811,0.895,0.685,0.992,0.905,0.695,0.96292482,1.119487909,1.128476821,0.946405229,1.051787916,0.944134078,0.927007299,0.902217742,0.856353591,1.071942446
s5.05.07.li.1,s5.05.07.li.1.1,S.lindbergii,0.3698,0.0282,13.1135,49,175,3.96,0.0494,0.9636,1.2039,0.812514829,0.124024352,0.187949169,0.122479227,0.965,1.025,0.937,0.811,1.097,1.096,0.766,1.044,0.798,1.097,1.152,1.013,1.055,0.971,1.395,1.246,1.322,1.615,1.076,1.194,0.837673611,1.011846002,0.888151659,0.835221421,0.786379928,0.879614767,0.579425113,0.646439628,0.741635688,0.918760469
s5.05.07.li.1,s5.05.07.li.1.2,S.lindbergii,0.3245,0.0243,13.3539,62,224,6.26,0.0547,0.9653,1.1103,0.894215645,0.108398386,0.180493241,0.199364935,0.884,0.955,0.815,0.855,1.097,1.013,0.853,1.162,1.034,0.985,1.322,1.085,1.097,1.035,1.451,1.195,0.865,0.815,1.076,1.162,0.668683812,0.880184332,0.742935278,0.826086957,0.756030324,0.847698745,0.986127168,1.425766871,0.960966543,0.84767642
s5.05.07.li.1,s5.05.07.li.1.3,S.lindbergii,0.2998,0.0217,13.8157,37,136,3.27,0.0302,0.909,1.1783,0.682765495,0.105468479,0.150964267,0.247428141,0.915,0.925,0.895,0.638,0.884,1.024,0.906,1.003,1.025,0.875,0.937,1.302,1.315,0.992,1.225,1.025,1.323,1.396,1.095,1.173,0.976520811,0.710445469,0.680608365,0.643145161,0.721632653,0.009990244,0.684807256,0.718481375,0.936073059,0.745950554
s5.05.07.li.1,s5.05.07.li.1.4,S.lindbergii,0.446,0.0329,13.5562,41,152,4.01,0.0463,1.0085,1.2052,0.860407471,0.123367135,0.198237635,0.175746694,1.034,1.055,0.965,1.055,0.895,0.745,1.215,0.945,1.045,1.131,1.302,1.194,0.874,0.935,1.451,1.236,1.407,1.066,1.472,1.115,0.794162826,0.88358459,1.104118993,1.128342246,0.616815989,0.602750809,0.863539446,0.886491557,0.709918478,1.014349776
s5.05.07.li.1,s5.05.07.li.1.5,S.lindbergii,0.1956,0.0142,13.7746,42,165,4.17,0.0277,0.7357,0.9874,0.756873265,0.053494018,0.156064858,0.079984479,0.635,0.695,0.775,0.714,0.756,0.756,0.832,0.704,0.703,0.787,0.715,0.842,0.915,0.971,1.226,0.975,1.152,0.916,0.947,1.215,0.888111888,0.825415677,0.846994536,0.735324408,0.616639478,0.775384615,0.722222222,0.768558952,0.742344245,0.647736626
s5.05.07.li.2,s5.05.07.li.2.1,S.lindbergii,0.164,0.0145,11.3103,15,67,4.25,0.0173,1.22,1.2899,0.959920694,0.132850292,0.170476069,0.147860991,1.407,1.035,1.185,1.205,0.965,1.183,1.364,1.343,1.235,1.278,1.485,1.265,1.267,1.632,1.315,1.025,1.407,1.215,1.115,1.173,0.947474747,0.818181818,0.935280189,0.738357843,0.733840304,1.154146341,0.969438522,1.105349794,1.107623318,1.089514066
s5.05.07.li.2,s5.05.07.li.2.2,S.lindbergii,0.1188,0.0112,10.6071,14,55,5.43,0.0127,1.0803,1.1333,0.975642474,0.10746539,0.216466649,0.131725405,1.023,1.312,1.025,0.926,1.11,1.145,1.065,1.184,0.958,1.055,0.865,1.451,1.255,0.815,1.312,1.055,1.295,1.364,0.926,0.995,1.18265896,0.904203997,0.816733068,1.136196319,0.846036585,1.085308057,0.822393822,0.868035191,1.034557235,1.060301508
s5.05.07.li.2,s5.05.07.li.2.3,S.lindbergii,0.1221,0.0104,11.7404,35,152,10.01,0.0334,1.0925,1.3167,0.839495995,0.089416162,0.116118086,0.127728606,1.118,1.162,1.065,1.142,0.916,1.184,1.236,1.055,1.013,1.034,1.255,1.225,1.425,1.386,1.291,1.226,1.131,1.428,1.535,1.265,0.890836653,0.948571429,0.747368421,0.823953824,0.709527498,0.965742251,1.092838196,0.738795518,0.659934853,0.817391304
s5.05.07.li.2,s5.05.07.li.2.4,S.lindbergii,0.1329,0.0128,10.3828,16,62,4.4,0.0154,1.1778,1.3472,0.899084936,0.127219338,0.261174961,0.165213339,1.291,1.194,1.034,1.278,1.097,1.204,1.417,1.035,1.002,1.226,1.706,1.535,1.195,1.715,1.044,1.441,1.086,1.055,1.118,1.577,0.756740914,0.777850163,0.865271967,0.745189504,1.050766284,0.835530881,1.304788214,0.981042654,0.896243292,0.777425491
s5.05.07.li.2,s5.05.07.li.2.5,S.lindbergii,0.1608,0.0153,10.5098,14,54,3.67,0.0131,1.0697,1.0199,1.081710374,0.100208832,0.197383105,0.204429772,1.115,1.195,0.975,1.162,1.015,1.131,1.205,0.992,0.894,1.013,0.821,0.845,0.916,1.141,0.832,0.965,1.472,0.905,1.108,1.194,1.358099878,1.414201183,1.06441048,1.018404908,1.219951923,1.172020725,0.81861413,1.096132597,0.806859206,0.84840871
s5.05.07.li.3,s5.05.07.li.3.1,S.lindbergii,0.2699,0.0155,17.4129,46,175,5.61,0.0451,0.8696,1.0644,0.830263407,0.155304346,0.179896192,0.156552176,0.616,0.894,0.971,0.745,1.075,0.895,0.947,0.945,1.013,0.595,1.128,0.958,1.365,1.044,1.097,1.323,1.044,1.055,0.926,0.704,0.546099291,0.933194154,0.711355311,0.713601533,0.979945305,0.676492819,0.907088123,0.895734597,1.093952484,0.845170455
s5.05.07.li.3,s5.05.07.li.3.2,S.lindbergii,0.3515,0.0248,14.1734,41,161,4.74,0.0402,1.0889,1.2529,0.890489371,0.108088343,0.18421805,0.182325418,1.12,1.055,1.003,0.863,1.27,1.141,1.165,1.002,1.175,1.095,1.152,1.235,1.085,1.194,0.947,1.245,1.173,1.415,1.588,1.495,0.972222222,0.854251012,0.924423963,0.72278057,1.341077086,0.916465863,0.993179881,0.708127208,0.739924433,0.732441472
s5.05.07.li.3,s5.05.07.li.3.3,S.lindbergii,0.4855,0.0258,18.8178,24,90,3.03,0.0218,1.083,0.9466,1.165412278,0.098553539,0.129499961,0.178501392,1.085,1.27,1.097,0.937,1.002,1.12,1.194,1.065,0.945,1.115,0.832,0.992,0.798,0.695,1.11,0.958,0.916,1.076,1.086,1.003,1.304086538,1.280241935,1.374686717,1.348201439,0.902702703,1.169102296,1.30349345,0.989776952,0.870165746,1.111665005
s5.05.07.li.3,s5.05.07.li.3.4,S.lindbergii,0.4837,0.031,15.6032,38,146,4.95,0.0532,1.2043,1.341,0.910465931,0.168778583,0.172059292,0.15619159,1.044,1.385,1.193,1.236,1.003,1.515,0.955,1.131,1.236,1.345,1.323,1.183,1.194,1.396,1.493,1.465,1.097,1.674,1.165,1.42,0.789115646,1.170752325,0.999162479,0.885386819,0.671801741,1.034129693,0.870556062,0.67562724,1.060944206,0.947183099
s5.05.07.li.3,s5.05.07.li.3.5,S.lindbergii,0.8196,0.0448,18.2946,55,199,5.86,0.0843,1.2706,1.4695,0.892099049,0.121424215,0.293187738,0.162925729,1.265,1.267,1.325,1.354,1.257,1.076,1.455,1.406,1.246,1.055,1.803,1.655,1.895,1.11,1.215,1.365,1.865,1.375,1.315,1.097,0.70160843,0.765558912,0.699208443,1.21981982,1.034567901,0.788278388,0.780160858,1.022545455,0.947528517,0.961713765
s5.05.07.cu.2,s5.05.07.cu.2.1,S.cuspidatum,0.2531,0.0109,23.2202,22,91,5.16,0.0233,1.1849,1.3742,0.867172579,0.090152593,0.129640889,0.076534494,1.343,1.075,1.267,1.165,1.194,1.225,1.076,1.288,1.131,1.085,1.425,1.115,1.495,1.396,1.195,1.515,1.355,1.441,1.514,1.291,0.94245614,0.964125561,0.847491639,0.834527221,0.99916318,0.808580858,0.794095941,0.893823734,0.747027741,0.840433772
s5.05.07.cu.2,s5.05.07.cu.2.2,S.cuspidatum,0.2607,0.0108,24.1389,18,73,4.77,0.0215,1.2004,1.3174,0.914755151,0.21526133,0.176021703,0.139407117,1.385,0.895,0.971,0.968,1.355,1.441,0.948,1.255,1.335,1.451,1.375,1.045,1.278,1.065,1.567,1.354,1.375,1.495,1.125,1.495,1.007272727,0.85645933,0.759780908,0.908920188,0.864709636,1.064254062,0.689454545,0.839464883,1.186666667,0.970568562
s5.05.07.cu.2,s5.05.07.cu.2.3,S.cuspidatum,0.2938,0.0117,25.1111,19,69,4.85,0.0163,1.0645,1.1905,0.897312568,0.193413676,0.087624483,0.167394233,1.44,1.302,0.905,0.906,0.916,1.035,1.034,0.842,1.28,0.985,1.301,1.076,1.204,1.065,1.291,1.235,1.225,1.075,1.155,1.278,1.106840892,1.210037175,0.75166113,0.850704225,0.709527498,0.83805668,0.844081633,0.783255814,1.108225108,0.770735524
s5.05.07.cu.2,s5.05.07.cu.2.4,S.cuspidatum,0.4477,0.015,29.8467,24,96,6.1,0.0215,1.0191,1.3176,0.774936707,0.11933101,0.090956253,0.085193588,0.864,0.947,1.236,0.895,0.992,1.108,1.11,1.034,1.131,0.874,1.257,1.107,1.396,1.355,1.451,1.345,1.323,1.245,1.375,1.322,0.687350835,0.855465221,0.885386819,0.660516605,0.683666437,0.823791822,0.839002268,0.830522088,0.822545455,0.661119516
s5.05.07.cu.2,s5.05.07.cu.2.5,S.cuspidatum,0.2707,0.0106,25.5377,17,64,4.92,0.0139,0.9017,1.2667,0.711781327,0.102315248,0.113000929,0.048549373,0.874,0.992,1.013,0.811,0.874,1.075,0.874,0.925,0.695,0.884,1.364,1.246,1.375,1.155,1.365,1.396,1.278,1.26,1.013,1.215,0.640762463,0.796147673,0.736727273,0.702164502,0.64029304,0.770057307,0.683881064,0.734126984,0.686080948,0.727572016
s5.05.07.cu.3,s5.05.07.cu.3.1,S.cuspidatum,0.6828,0.0257,26.5681,16,62,2.44,0.0151,1.228,1.3562,0.912027722,0.15053106,0.142638564,0.129563434,1.145,1.055,1.435,1.097,1.525,1.305,1.312,1.098,1.135,1.173,1.291,1.128,1.131,1.312,1.575,1.451,1.535,1.364,1.43,1.345,0.886909373,0.935283688,1.268788683,0.836128049,0.968253968,0.899379738,0.854723127,0.804985337,0.793706294,0.872118959
s5.05.07.cu.3,s5.05.07.cu.3.2,S.cuspidatum,0.3156,0.0113,27.9292,23,84,4.96,0.0086,0.7132,0.987,0.721997833,0.169731435,0.172681788,0.115777631,1.055,0.842,0.795,0.533,0.575,0.905,0.585,0.522,0.638,0.682,1.023,1.246,1.257,0.815,0.925,1.175,0.766,0.811,0.947,0.905,1.031280547,0.67576244,0.632458234,0.65398773,0.621621622,0.770212766,0.763707572,0.643649815,0.673706441,0.75359116
s5.05.07.cu.3,s5.05.07.cu.3.3,S.cuspidatum,0.323,0.0128,25.2344,33,124,5.86,0.0146,1.0339,1.1827,0.879362817,0.148374155,0.158506814,0.110068221,0.965,0.958,0.995,1.034,1.225,0.916,0.724,1.215,1.142,1.165,1.194,1.301,1.185,0.965,1.302,0.96,0.975,1.173,1.386,1.386,0.808207705,0.736356649,0.839662447,1.071502591,0.940860215,0.954166667,0.742564103,1.035805627,0.823953824,0.840548341
s5.05.07.cu.3,s5.05.07.cu.3.4,S.cuspidatum,0.2795,0.009,31.0556,34,122,6.22,0.0148,0.7673,0.9932,0.777745021,0.149116096,0.199705683,0.098349902,0.615,0.855,0.724,0.874,0.895,0.512,0.906,0.926,0.821,0.545,0.795,1.085,0.965,1.024,0.884,0.685,1.097,1.354,1.245,0.798,0.773584906,0.788018433,0.750259067,0.853515625,1.012443439,0.747445255,0.825888788,0.683899557,0.659437751,0.682957393
s5.05.07.cu.3,s5.05.07.cu.3.5,S.cuspidatum,0.4176,0.0136,30.7059,37,154,6.32,0.0108,0.8346,1.0582,0.81347373,0.205445467,0.222622461,0.255192254,1.044,0.895,0.926,0.995,0.555,0.695,0.714,0.475,0.906,1.141,1.278,0.785,1.345,1.185,1.065,1.055,0.895,0.777,1.386,0.811,0.816901408,1.140127389,0.688475836,0.839662447,0.521126761,0.658767773,0.797765363,0.611325611,0.653679654,1.406905055
s5.05.07.li.4,s5.05.07.li.4.1,S.lindbergii,0.5817,0.0371,15.6792,41,159,5.61,0.071,1.5521,1.6611,0.951191177,0.119904504,0.25592282,0.125128099,1.493,1.771,1.546,1.355,1.556,1.567,1.524,1.417,1.555,1.737,1.395,1.577,1.695,1.236,1.815,1.546,1.472,1.866,1.855,2.154,1.070250896,1.123018389,0.912094395,1.096278317,0.857300275,1.013583441,1.035326087,0.759378349,0.838274933,0.806406685
s5.05.07.li.4,s5.05.07.li.4.2,S.lindbergii,0.6013,0.0328,18.3323,34,124,5.01,0.0388,1.2634,1.4318,0.886333007,0.225148928,0.245499002,0.113007865,1.417,1.076,0.958,1.278,1.438,1.415,1.322,1.435,0.8,1.495,1.483,1.302,1.095,1.615,1.625,1.195,1.611,1.556,1.034,1.802,0.955495617,0.826420891,0.874885845,0.791331269,0.884923077,1.184100418,0.820608318,0.922236504,0.773694391,0.82963374
s5.05.07.li.4,s5.05.07.li.4.3,S.lindbergii,0.3423,0.0208,16.4567,24,91,3.6,0.0217,1.0517,1.249,0.849408003,0.107870339,0.143109748,0.106965747,1.003,1.215,1.055,1.195,0.975,1.162,1.1,1.002,0.926,0.884,1.285,1.323,1.291,1.097,0.992,1.504,1.427,1.194,1.183,1.194,0.780544747,0.918367347,0.817195972,1.089334549,0.982862903,0.772606383,0.770847933,0.83919598,0.782755706,0.740368509
s5.05.07.li.4,s5.05.07.li.4.4,S.lindbergii,0.3061,0.017,18.0059,40,168,7.03,0.0361,1.0969,1.2613,0.877410552,0.116584261,0.134740528,0.113980365,1.076,1.065,1.145,1.407,0.991,1.086,1.125,1.002,1.097,0.975,1.268,1.194,1.364,1.236,1.002,1.301,1.285,1.406,1.472,1.085,0.848580442,0.891959799,0.839442815,1.138349515,0.989021956,0.834742506,0.875486381,0.712660028,0.745244565,0.898617512
s5.05.07.li.4,s5.05.07.li.4.5,S.lindbergii,0.4827,0.0314,15.3726,39,155,6.1,0.0433,1.2355,1.3985,0.909232079,0.214731577,0.276467087,0.186733273,1.365,1.076,1.335,1.085,1.333,1.761,1.215,0.982,1.108,1.095,1.417,1.044,1.034,1.745,1.485,1.771,1.365,0.985,1.504,1.635,0.963302752,1.030651341,1.291102515,0.621776504,0.897643098,0.994353473,0.89010989,0.996954315,0.736702128,0.669724771
s5.05.07.cu.4,s5.05.07.cu.4.1,S.cuspidatum,0.219,0.0137,15.9854,28,101,3.14,0.0135,0.704,0.8844,0.801029904,0.069215605,0.06425605,0.103828712,0.725,0.672,0.555,0.637,0.714,0.785,0.665,0.735,0.787,0.765,0.808,0.863,0.905,0.965,0.935,1.002,0.863,0.811,0.884,0.808,0.897277228,0.778679027,0.613259669,0.660103627,0.763636364,0.783433134,0.770567787,0.906288533,0.890271493,0.946782178
s5.05.07.cu.4,s5.05.07.cu.4.2,S.cuspidatum,0.2162,0.0143,15.1189,39,136,3.93,0.0176,0.7117,0.7176,1.020044607,0.087338479,0.137486145,0.185534348,0.842,0.655,0.775,0.825,0.627,0.8,0.638,0.625,0.724,0.606,0.832,0.485,0.615,0.958,0.693,0.725,0.595,0.906,0.682,0.685,1.012019231,1.350515464,1.260162602,0.861169102,0.904761905,1.103448276,1.072268908,0.689845475,1.061583578,0.884671533
s5.05.07.cu.4,s5.05.07.cu.4.3,S.cuspidatum,0.2611,0.0183,14.2678,31,124,4.29,0.0193,0.757,0.8391,0.910793024,0.06406403,0.068033007,0.129869171,0.672,0.655,0.811,0.795,0.685,0.811,0.785,0.735,0.766,0.855,0.915,0.798,0.745,0.8,0.874,0.947,0.798,0.906,0.863,0.745,0.73442623,0.820802005,1.088590604,0.99375,0.78375286,0.856388596,0.983709273,0.811258278,0.88760139,1.147651007
s5.05.07.cu.4,s5.05.07.cu.4.4,S.cuspidatum,0.1891,0.0121,15.6281,33,113,4.63,0.0155,0.7559,0.8207,0.946242941,0.12848926,0.09838196,0.271451508,0.672,0.638,1.076,0.735,0.672,0.798,0.615,0.766,0.724,0.863,0.865,0.776,0.655,0.811,0.875,1.015,0.798,0.832,0.895,0.685,0.776878613,0.822164948,1.642748092,0.906288533,0.768,0.786206897,0.770676692,0.920673077,0.808938547,1.259854015
s5.05.07.cu.4,s5.05.07.cu.4.5,S.cuspidatum,0.1415,0.0099,14.2929,30,113,4.87,0.0133,0.6581,0.8152,0.821502288,0.072168483,0.122017868,0.135243378,0.627,0.745,0.627,0.501,0.704,0.596,0.745,0.661,0.724,0.651,0.661,0.945,0.798,0.703,0.787,0.805,0.906,0.865,0.638,1.044,0.948562784,0.788359788,0.785714286,0.712660028,0.894536213,0.740372671,0.822295806,0.76416185,1.134796238,0.623563218
