"sp","x","y"
"Sphagnum lindbergii",231230.153374393,816479.996421835
"Sphagnum lindbergii",244685.774435908,735485.703871443
"Sphagnum lindbergii",206736.346443146,683522.228456466
"Sphagnum lindbergii",292811.305153065,784127.462029514
"Sphagnum lindbergii",187029.227367574,681735.770734631
"Sphagnum lindbergii",196853.514557352,860801.497556341
"Sphagnum lindbergii",182379.574736869,781600.147130439
"Sphagnum lindbergii",58278.8618667736,643761.148969517
"Sphagnum lindbergii",177354.04242468,674967.553191977
"Sphagnum lindbergii",65253.2276476656,642931.420635431
"Sphagnum lindbergii",291278.443381214,711880.529684985
"Sphagnum lindbergii",54378.1240564167,716597.470816803
"Sphagnum lindbergii",125161.274042739,637198.301138871
"Sphagnum lindbergii",151318.8690065,843347.932700503
"Sphagnum lindbergii",236075.430339885,874025.506025135
"Sphagnum lindbergii",17335.2121695366,692375.619196304
"Sphagnum lindbergii",155013.044390935,726586.919052422
"Sphagnum lindbergii",149053.669384474,728528.081401242
"Sphagnum lindbergii",296179.407849242,673010.287451047
"Sphagnum lindbergii",218297.192204323,641293.903703172
"Sphagnum lindbergii",206382.609652202,700528.454198314
"Sphagnum lindbergii",286621.057542412,705287.124283082
"Sphagnum lindbergii",221689.239797888,796473.288385347
"Sphagnum lindbergii",261635.736079192,828807.612585768
"Sphagnum lindbergii",196664.711628348,861994.737367949
"Sphagnum lindbergii",265673.054942255,816143.724016727
"Sphagnum lindbergii",222149.764171905,799513.133529356
"Sphagnum lindbergii",282245.722765802,687271.912358906
"Sphagnum lindbergii",152956.720282074,709960.392168795
"Sphagnum lindbergii",247182.700628758,729572.138119598
"Sphagnum lindbergii",302412.309436517,792551.518163243
"Sphagnum lindbergii",247371.167395203,729655.756027642
"Sphagnum lindbergii",190834.413746197,606960.912060214
"Sphagnum lindbergii",48900.4083391953,720630.056207914
"Sphagnum lindbergii",206467.809773347,822745.413624065
"Sphagnum lindbergii",164038.918188153,815238.628498337
"Sphagnum lindbergii",174598.78636536,687939.958346342
"Sphagnum lindbergii",262740.439079597,829372.184252852
"Sphagnum lindbergii",237459.315114094,639305.359741232
"Sphagnum lindbergii",155457.425872618,724781.035610338
"Sphagnum lindbergii",148435.783716238,857468.514815395
"Sphagnum lindbergii",58472.5469829518,642658.403797583
"Sphagnum lindbergii",162418.213361953,815248.177935526
"Sphagnum lindbergii",65242.4571924274,643010.226535812
"Sphagnum lindbergii",289531.697884484,711415.715802765
"Sphagnum lindbergii",186339.684061739,684078.301106844
"Sphagnum lindbergii",106014.012556305,624318.514270647
"Sphagnum lindbergii",161051.266912153,749206.473510348
"Sphagnum lindbergii",305030.549764806,797571.57264859
"Sphagnum lindbergii",193883.376076279,605114.045897158
"Sphagnum lindbergii",161192.108184937,749202.894377176
"Sphagnum lindbergii",186019.074601742,683809.765121049
"Sphagnum lindbergii",166070.945721585,686258.855199248
"Sphagnum lindbergii",245704.119147546,731813.893981976
"Sphagnum lindbergii",125831.895183272,637067.657994526
"Sphagnum lindbergii",272109.340472803,745253.395498776
"Sphagnum lindbergii",58040.3560198294,642932.40851357
"Sphagnum lindbergii",161557.500202104,814275.141411221
"Sphagnum lindbergii",191125.952622581,607465.521190853
"Sphagnum lindbergii",40437.5380982679,669094.505495519
"Sphagnum lindbergii",162988.975679581,813668.0074711
"Sphagnum lindbergii",198631.238880432,859313.26777908
"Sphagnum lindbergii",207352.403854448,683530.684116898
"Sphagnum lindbergii",289615.336820552,712353.125816875
"Sphagnum lindbergii",175936.410798536,687938.868553418
"Sphagnum lindbergii",202546.235148629,806236.441044783
"Sphagnum lindbergii",17437.6170256284,692432.616400006
"Sphagnum lindbergii",40046.8028544965,668683.031974238
"Sphagnum lindbergii",147593.683960494,857221.825720982
"Sphagnum lindbergii",207841.895838523,682569.161829685
"Sphagnum lindbergii",96674.8532006132,628415.678417371
"Sphagnum lindbergii",54491.1035420219,717930.373834111
"Sphagnum lindbergii",240522.823037468,626486.539600647
"Sphagnum lindbergii",265838.497243662,813275.633848491
"Sphagnum lindbergii",38146.0831637363,669087.300244679
"Sphagnum lindbergii",284533.261350707,686376.868525229
"Sphagnum lindbergii",244723.339476452,856237.508532868
"Sphagnum lindbergii",186046.252546776,683879.272002187
"Sphagnum lindbergii",218297.192204323,641293.903703172
"Sphagnum lindbergii",150909.426338018,844171.217706102
"Sphagnum lindbergii",184624.916333312,686888.989838399
"Sphagnum lindbergii",231684.88667731,816719.895033087
"Sphagnum lindbergii",206042.893930739,699351.70977645
"Sphagnum lindbergii",163564.654302935,815719.040845188
"Sphagnum lindbergii",302483.899813104,813599.379294617
"Sphagnum lindbergii",152715.343989483,713019.661001449
"Sphagnum lindbergii",38361.2868056702,669157.734279708
"Sphagnum lindbergii",188331.171914794,682359.572346758
"Sphagnum lindbergii",253703.181177776,792091.79342987
"Sphagnum lindbergii",149668.027818204,844488.778194522
"Sphagnum lindbergii",291169.79905298,711937.915945657
"Sphagnum lindbergii",36981.5693975373,669332.392667668
"Sphagnum lindbergii",54578.0310374156,716330.447783364
"Sphagnum lindbergii",105716.900070469,624579.410099762
"Sphagnum lindbergii",297996.860195456,804176.327674425
"Sphagnum lindbergii",273162.531361662,814062.964242275
"Sphagnum lindbergii",174464.350373953,687627.019089306
"Sphagnum lindbergii",183639.243772312,787209.932066334
"Sphagnum lindbergii",265461.915079419,815717.18113833
"Sphagnum lindbergii",234613.833057126,881564.554754765
"Sphagnum lindbergii",63953.5719868266,645771.704570117
"Sphagnum lindbergii",301561.870670757,814748.076328301
"Sphagnum lindbergii",57757.0207742199,644462.49952258
"Sphagnum lindbergii",271957.64292705,744979.003214108
"Sphagnum lindbergii",179748.561122061,786436.234392965
"Sphagnum lindbergii",183926.493285234,686925.298999012
"Sphagnum lindbergii",41890.0061677775,665965.574939091
"Sphagnum lindbergii",206673.855020366,700718.164611762
"Sphagnum lindbergii",298213.458810496,803677.856015869
"Sphagnum lindbergii",155482.756507471,724804.944730304
"Sphagnum lindbergii",175373.857317793,688810.085686615
"Sphagnum lindbergii",96953.6181156766,626820.419863115
"Sphagnum lindbergii",268561.246432899,812962.858508401
"Sphagnum lindbergii",97309.4030631544,628277.615937435
"Sphagnum lindbergii",234458.800622619,880795.724300089
"Sphagnum lindbergii",152061.837282425,712229.645830104
"Sphagnum lindbergii",170915.430656301,690282.042266651
"Sphagnum lindbergii",286279.890054126,705662.37761871
"Sphagnum lindbergii",209085.31895104,781939.244232106
"Sphagnum lindbergii",40283.8927424817,669137.596060318
"Sphagnum lindbergii",244275.797055458,853082.505587667
"Sphagnum lindbergii",149400.090433024,863893.656355093
"Sphagnum lindbergii",148509.478504946,857111.958720437
"Sphagnum lindbergii",39009.8415934211,670531.537526229
"Sphagnum lindbergii",125802.374212401,637009.947551943
"Sphagnum lindbergii",205497.102591861,821547.200029992
"Sphagnum lindbergii",163748.902232113,815199.559124192
"Sphagnum lindbergii",39191.6336619378,669698.789235545
"Sphagnum lindbergii",198490.389144807,859145.542256055
"Sphagnum lindbergii",231128.742830293,816347.604449788
"Sphagnum lindbergii",151202.610753823,740817.268613334
"Sphagnum lindbergii",191343.71682648,606630.350929496
"Sphagnum lindbergii",265414.509508632,815622.351536251
"Sphagnum lindbergii",289581.127007518,711783.165547009
"Sphagnum lindbergii",273204.733559325,814711.653137451
"Sphagnum lindbergii",209089.354391762,781883.062086285
"Sphagnum lindbergii",245178.504124863,729745.073838711
"Sphagnum lindbergii",63358.4347482812,640994.600022388
"Sphagnum lindbergii",262877.282367854,828864.783390199
"Sphagnum lindbergii",206086.397082447,821657.150582017
"Sphagnum lindbergii",179711.011865113,786411.341287843
"Sphagnum lindbergii",205540.905323426,821595.477728123
"Sphagnum lindbergii",235732.403534583,635310.124129292
"Sphagnum lindbergii",97089.2774670217,626576.192402584
"Sphagnum lindbergii",57668.4826865129,642902.773775475
"Sphagnum lindbergii",96737.0273886063,626734.504285968
"Sphagnum lindbergii",160401.392756907,750807.721993133
"Sphagnum lindbergii",289669.030278267,748909.552787659
"Sphagnum lindbergii",288918.083078352,749707.956671858
"Sphagnum lindbergii",160859.290225824,750065.15030626
"Sphagnum lindbergii",202046.260501217,757034.360510577
"Sphagnum lindbergii",287720.990782418,747517.872641522
"Sphagnum lindbergii",288820.54819006,749800.32772053
"Sphagnum lindbergii",250921.055758038,805630.381309603
"Sphagnum lindbergii",209794.193830793,754933.841662007
"Sphagnum lindbergii",199363.600068516,724016.167799624
"Sphagnum lindbergii",146077.764361361,813436.826798732
"Sphagnum lindbergii",251960.234138208,805483.499303736
"Sphagnum lindbergii",275316.786611564,830825.384442839
"Sphagnum lindbergii",193836.200280754,730136.22457641
"Sphagnum lindbergii",194179.617586626,729424.252943209
"Sphagnum lindbergii",208387.145616229,746799.597133859
"Sphagnum lindbergii",163359.166015184,760011.732052395
"Sphagnum lindbergii",194390.138749278,734850.298370716
"Sphagnum lindbergii",209567.107162259,753618.194777239
"Sphagnum lindbergii",210267.996520866,756481.836847555
"Sphagnum lindbergii",209313.089177218,744311.240493207
"Sphagnum lindbergii",285722.924416532,852972.6020175
"Sphagnum lindbergii",209261.215279459,744296.257425022
"Sphagnum lindbergii",286705.387108661,835563.665162518
"Sphagnum lindbergii",209741.629908929,755054.382016704
"Sphagnum lindbergii",236579.292152593,803685.426672399
"Sphagnum lindbergii",209048.114582913,744066.421523256
"Sphagnum lindbergii",324052.459008971,699787.423024116
"Sphagnum lindbergii",210044.816107109,756285.075910641
"Sphagnum lindbergii",241302.547479166,749505.057373906
"Sphagnum lindbergii",240840.754377932,749919.628990387
"Sphagnum lindbergii",234531.836367505,805066.348400599
"Sphagnum lindbergii",208266.323740298,743954.598171014
"Sphagnum lindbergii",222026.055202494,752441.954019822
"Sphagnum lindbergii",211509.894688663,733945.322938028
"Sphagnum lindbergii",284377.072162934,837977.668385185
"Sphagnum lindbergii",286447.669753523,854888.824436635
"Sphagnum lindbergii",192723.211363323,759615.158128763
"Sphagnum lindbergii",209846.846166723,754689.01381369
"Sphagnum lindbergii",297893.443571234,786274.377492274
"Sphagnum lindbergii",208300.229825001,743911.789501494
"Sphagnum lindbergii",211572.712916108,734119.365447602
"Sphagnum lindbergii",143510.496116635,810884.242982709
"Sphagnum lindbergii",222117.127703618,752460.135646896
"Sphagnum lindbergii",210207.256812823,756409.692332437
"Sphagnum lindbergii",209756.355234595,755032.834559461
"Sphagnum lindbergii",193357.587519489,743719.018306913
"Sphagnum lindbergii",275939.292959931,792787.338407167
"Sphagnum lindbergii",201514.611613204,740118.321770053
"Sphagnum lindbergii",222256.324870683,750967.268420212
"Sphagnum lindbergii",295477.13664898,785959.802660207
"Sphagnum lindbergii",143208.323650605,810993.206479422
"Sphagnum lindbergii",270114.518646626,829278.246498626
"Sphagnum lindbergii",198392.070177171,739601.809047496
"Sphagnum lindbergii",199440.439676765,723004.168223049
"Sphagnum lindbergii",210256.492780692,756458.414523991
"Sphagnum lindbergii",240832.10662074,748731.381350109
"Sphagnum lindbergii",284101.942542985,837938.965727908
"Sphagnum lindbergii",163011.983957804,757983.372875046
"Sphagnum lindbergii",252432.763876837,806270.839004435
"Sphagnum lindbergii",200849.211012269,758228.722512508
"Sphagnum lindbergii",182528.52704867,769948.674994834
"Sphagnum lindbergii",163583.488222482,760622.427005357
"Sphagnum lindbergii",218991.147394832,756305.778258977
"Sphagnum lindbergii",162941.162017525,760834.964789971
"Sphagnum lindbergii",221667.542020476,751883.645527446
"Sphagnum lindbergii",286355.10032526,854495.015111418
"Sphagnum lindbergii",219324.46507567,757257.41037892
"Sphagnum lindbergii",196576.253413155,735096.465714762
"Sphagnum lindbergii",218918.104951229,757520.922541457
"Sphagnum lindbergii",222896.130715389,774196.034174717
"Sphagnum lindbergii",193910.123125769,787956.310776873
"Sphagnum lindbergii",266909.712663429,845254.744484507
"Sphagnum lindbergii",170336.924594818,799667.347747032
"Sphagnum lindbergii",273350.887601132,842090.079800616
"Sphagnum lindbergii",169134.028163799,802055.839277014
"Sphagnum lindbergii",266170.013601074,845208.111684289
"Sphagnum lindbergii",194230.79234908,792831.830836787
"Sphagnum lindbergii",195388.61171609,790900.233056465
"Sphagnum lindbergii",193544.584832367,793237.469615421
"Sphagnum lindbergii",196976.560664834,789370.623624563
"Sphagnum lindbergii",171030.900424702,802911.938773394
"Sphagnum lindbergii",171152.382241174,802828.889428972
"Sphagnum lindbergii",196316.184940748,791301.506211385
"Sphagnum lindbergii",196337.781798021,791302.967509494
"Sphagnum lindbergii",222464.951898247,775609.49881111
"Sphagnum lindbergii",225081.389975382,769142.650864523
"Sphagnum lindbergii",173643.231770919,799525.459820127
"Sphagnum lindbergii",227831.800529828,764574.621472909
"Sphagnum lindbergii",228158.873545447,764147.954643122
"Sphagnum lindbergii",277011.838255516,836891.7657918
"Sphagnum lindbergii",259521.376411643,793409.471921788
"Sphagnum lindbergii",223342.559345271,775043.762914236
"Sphagnum lindbergii",259663.514475186,793376.962069724
"Sphagnum lindbergii",271180.982721656,853197.22573911
"Sphagnum lindbergii",229847.869450997,769445.68731582
"Sphagnum lindbergii",225602.578818603,768516.018437891
"Sphagnum lindbergii",193007.986086489,763213.969526325
"Sphagnum lindbergii",171041.189849378,802811.026433965
"Sphagnum lindbergii",171038.201371619,800159.950181679
"Sphagnum lindbergii",225337.002247546,768439.033698491
"Sphagnum lindbergii",225022.1862663,769115.490674068
"Sphagnum lindbergii",225411.344034349,769292.388715074
"Sphagnum lindbergii",265591.509123506,854680.328390155
"Sphagnum lindbergii",-117831.987654729,329265.220531919
"Sphagnum cuspidatum",-150327.133859705,-48009.9021979052
"Sphagnum cuspidatum",-140954.541281008,-308482.628802584
"Sphagnum cuspidatum",-178187.155050558,-310994.396082735
"Sphagnum cuspidatum",-126103.955802453,-315613.636497686
"Sphagnum cuspidatum",-115237.703108552,-278697.589716554
"Sphagnum cuspidatum",-150516.975555315,-279865.664867637
"Sphagnum cuspidatum",-184194.333464181,-308633.668097727
"Sphagnum cuspidatum",-157410.253281329,-285831.44391369
"Sphagnum cuspidatum",-122468.04950732,-303775.749202205
"Sphagnum cuspidatum",-152540.299545372,-277496.30635304
"Sphagnum cuspidatum",-160815.038503967,-314055.10726851
"Sphagnum cuspidatum",-122425.638712808,-312714.772932161
"Sphagnum cuspidatum",-146333.56646786,-269859.729009452
"Sphagnum cuspidatum",-126103.955802453,-315613.636497686
"Sphagnum cuspidatum",-133786.176588856,-291075.774437667
"Sphagnum cuspidatum",-118978.348275122,-281296.47302976
"Sphagnum cuspidatum",-145542.893321277,-278910.63891835
"Sphagnum cuspidatum",-61379.3466323803,-284814.968543461
"Sphagnum cuspidatum",-153311.632408161,-277850.516327001
"Sphagnum cuspidatum",-131182.893727019,-343601.652649628
"Sphagnum cuspidatum",-133362.207538834,-264750.999551538
"Sphagnum cuspidatum",-153236.67717512,-267193.409684329
"Sphagnum cuspidatum",-157410.253281329,-285831.44391369
"Sphagnum cuspidatum",-131076.823325958,-288490.561893055
"Sphagnum cuspidatum",-153321.684934212,-278877.66940954
"Sphagnum cuspidatum",-150507.002413613,-265739.684391871
"Sphagnum cuspidatum",-149216.327579929,-269232.778719983
"Sphagnum cuspidatum",-159341.383788038,-245876.027092001
"Sphagnum cuspidatum",-159478.318446176,-322517.497054066
"Sphagnum cuspidatum",-202808.578008945,-318744.234299007
"Sphagnum cuspidatum",-126189.189415436,-317563.128708144
"Sphagnum cuspidatum",-147265.916499278,-272219.081277601
"Sphagnum cuspidatum",-154061.118071621,-286199.64127486
"Sphagnum cuspidatum",-150507.002413613,-265739.684391871
"Sphagnum cuspidatum",-122468.04950732,-303775.749202205
"Sphagnum cuspidatum",-84590.8170918999,-262007.564347447
"Sphagnum cuspidatum",-109635.659317109,-270830.305268525
"Sphagnum cuspidatum",-150281.656088252,-253313.945772484
"Sphagnum cuspidatum",-150148.837349936,-272957.861861056
"Sphagnum cuspidatum",-150489.232093119,-239062.724692502
"Sphagnum cuspidatum",-115771.141152778,-280759.074365075
"Sphagnum cuspidatum",-173002.359244707,-297740.892615953
"Sphagnum cuspidatum",-150489.232093119,-239062.724692502
"Sphagnum cuspidatum",-157399.796327916,-285267.29771106
"Sphagnum lindbergii",-133799.357596257,-311549.713664215
"Sphagnum cuspidatum",-116419.318585054,-277827.796575947
"Sphagnum cuspidatum",-202808.578008945,-318744.234299007
"Sphagnum cuspidatum",-149769.855500074,-274507.885686411
"Sphagnum lindbergii",-116419.318585054,-277827.796575947
"Sphagnum cuspidatum",-119235.458693096,-274876.89122178
"Sphagnum cuspidatum",-178187.155050558,-310994.396082735
"Sphagnum cuspidatum",-169956.757650425,-291638.894862041
"Sphagnum cuspidatum",-76472.4935768838,-309985.976176018
"Sphagnum cuspidatum",-118978.348275122,-281296.47302976
"Sphagnum cuspidatum",-146333.56646786,-269859.729009452
"Sphagnum cuspidatum",-84590.8170918999,-262007.564347447
"Sphagnum cuspidatum",-132884.531738351,-280979.978328975
"Sphagnum cuspidatum",-178187.155050558,-310994.396082735
"Sphagnum cuspidatum",-148997.141081168,-256378.170495332
"Sphagnum cuspidatum",-116566.380800163,-273974.081482204
"Sphagnum cuspidatum",-178187.155050558,-310994.396082735
"Sphagnum cuspidatum",-126103.955802453,-315613.636497686
"Sphagnum cuspidatum",-155118.483184826,-273342.507012711
"Sphagnum cuspidatum",-132884.531738351,-280979.978328975
"Sphagnum cuspidatum",-153321.684934212,-278877.66940954
"Sphagnum cuspidatum",-154019.762400917,-284518.903693637
"Sphagnum cuspidatum",-134490.017369093,-290995.635073815
"Sphagnum cuspidatum",-158953.975455756,-276680.084241974
"Sphagnum cuspidatum",-150516.975555315,-279865.664867637
"Sphagnum cuspidatum",-148997.141081168,-256378.170495332
"Sphagnum cuspidatum",-167617.905361963,-299336.852274998
"Sphagnum cuspidatum",-150516.975555315,-279865.664867637
"Sphagnum cuspidatum",-152363.622783483,-265984.866041073
"Sphagnum cuspidatum",-84590.8170918999,-262007.564347447
"Sphagnum cuspidatum",-155118.483184826,-273342.507012711
"Sphagnum cuspidatum",-133799.357596257,-311549.713664215
"Sphagnum cuspidatum",-57897.4048646522,-273898.508941438
"Sphagnum cuspidatum",-201336.445287347,-319473.331745711
"Sphagnum cuspidatum",-133786.176588856,-291075.774437667
"Sphagnum cuspidatum",-123497.818183758,-311677.530931898
"Sphagnum cuspidatum",-155118.483184826,-273342.507012711
"Sphagnum cuspidatum",-109764.241591165,-275906.500791598
"Sphagnum cuspidatum",-140954.541281008,-308482.628802584
"Sphagnum cuspidatum",-126271.386994849,-290745.373657848
"Sphagnum cuspidatum",-154061.118071621,-286199.64127486
"Sphagnum cuspidatum",-100750.150443007,-265997.67854472
"Sphagnum cuspidatum",-159478.318446176,-322517.497054066
"Sphagnum cuspidatum",-115771.141152778,-280759.074365075
"Sphagnum lindbergii",-134490.017369093,-290995.635073815
"Sphagnum cuspidatum",-68658.2137601379,-285136.079939106
"Sphagnum cuspidatum",-132671.297767311,-262967.597393409
"Sphagnum cuspidatum",-120821.488867323,-274930.513104937
"Sphagnum cuspidatum",-146333.56646786,-269859.729009452
"Sphagnum cuspidatum",-195638.17150156,-310812.027066498
"Sphagnum cuspidatum",-133786.176588856,-291075.774437667
"Sphagnum cuspidatum",-150148.837349936,-272957.861861056
"Sphagnum cuspidatum",-133799.357596257,-311549.713664215
"Sphagnum cuspidatum",-178187.155050558,-310994.396082735
"Sphagnum cuspidatum",-152363.622783483,-265984.866041073
"Sphagnum cuspidatum",-157399.796327916,-285267.29771106
"Sphagnum lindbergii",-126737.966614494,-288992.252272515
"Sphagnum cuspidatum",-131076.823325958,-288490.561893055
"Sphagnum cuspidatum",-149769.855500074,-274507.885686411
"Sphagnum cuspidatum",-92510.7592694712,-269720.576143747
"Sphagnum cuspidatum",-154019.762400917,-284518.903693637
"Sphagnum cuspidatum",-191616.871091752,-307178.445836426
"Sphagnum cuspidatum",-75211.4145841091,-305372.994266824
"Sphagnum cuspidatum",-149633.691244085,-265117.805411678
"Sphagnum cuspidatum",-132671.297767311,-262967.597393409
"Sphagnum cuspidatum",-148997.141081168,-256378.170495332
"Sphagnum cuspidatum",-169995.544455662,-324998.206456684
"Sphagnum cuspidatum",-159478.318446176,-322517.497054066
"Sphagnum cuspidatum",-160815.038503967,-314055.10726851
"Sphagnum cuspidatum",-132884.531738351,-280979.978328975
"Sphagnum cuspidatum",-75805.6291333206,-311600.644146522
"Sphagnum cuspidatum",-148997.141081168,-256378.170495332
"Sphagnum cuspidatum",-154139.992087604,-279365.411930512
"Sphagnum cuspidatum",-146333.56646786,-269859.729009452
"Sphagnum cuspidatum",-133362.207538834,-264750.999551538
"Sphagnum cuspidatum",-121980.384496405,-283993.645554835
"Sphagnum cuspidatum",-77062.2895351805,-259824.868314634
"Sphagnum cuspidatum",-88571.1292096733,-233481.160220013
"Sphagnum cuspidatum",-78528.2653715386,-258949.417342387
"Sphagnum cuspidatum",-78528.2653715386,-258949.417342387
"Sphagnum cuspidatum",-149606.87334798,-225777.52188566
"Sphagnum cuspidatum",-148752.773155784,-227131.826526718
"Sphagnum cuspidatum",-78528.2653715386,-258949.417342387
"Sphagnum cuspidatum",-88571.1292096733,-233481.160220013
"Sphagnum cuspidatum",-77313.1720909206,-260914.885005888
"Sphagnum cuspidatum",-77062.2895351805,-259824.868314634
"Sphagnum cuspidatum",-148752.773155784,-227131.826526718
"Sphagnum lindbergii",44332.4419322347,452173.400118138
"Sphagnum lindbergii",99676.1176737315,450110.967796447
"Sphagnum lindbergii",95935.7796711025,479263.788459891
"Sphagnum cuspidatum",-73738.3968814598,-136723.47953121
"Sphagnum lindbergii",96832.0399714233,440475.790223614
"Sphagnum cuspidatum",115022.41353961,-12327.8812987122
"Sphagnum lindbergii",136024.137737465,463463.472617753
"Sphagnum lindbergii",62812.7161509093,451257.373882819
"Sphagnum cuspidatum",-80239.8734768999,-212781.053437108
"Sphagnum cuspidatum",109791.349523488,-80338.033260196
"Sphagnum cuspidatum",85663.8876328694,-96846.9381276465
"Sphagnum cuspidatum",-14899.296102715,-167002.825997612
"Sphagnum lindbergii",96832.0399714233,440475.790223614
"Sphagnum lindbergii",44332.4419322347,452173.400118138
"Sphagnum cuspidatum",121557.550827766,-1189.58276180981
"Sphagnum lindbergii",136226.671591855,475400.588906141
"Sphagnum lindbergii",97265.6980333629,476136.468917067
"Sphagnum cuspidatum",109791.349523488,-80338.033260196
"Sphagnum lindbergii",99676.1176737315,450110.967796447
"Sphagnum lindbergii",99676.1176737315,450110.967796447
"Sphagnum lindbergii",56536.2201759524,444943.719931914
"Sphagnum lindbergii",95935.7796711025,479263.788459891
"Sphagnum lindbergii",96681.4940135979,469727.538316569
"Sphagnum lindbergii",62812.7161509093,451257.373882819
"Sphagnum cuspidatum",-56326.0945699809,-128815.350586725
"Sphagnum lindbergii",63651.5286115756,446885.136769119
"Sphagnum cuspidatum",-73738.3968814598,-136723.47953121
"Sphagnum cuspidatum",5808.5461244911,-147608.387300235
"Sphagnum lindbergii",95935.7796711025,479263.788459891
"Sphagnum lindbergii",136226.671591855,475400.588906141
"Sphagnum lindbergii",100719.562227065,444508.701063316
"Sphagnum cuspidatum",110350.428814088,-19710.0800336404
"Sphagnum cuspidatum",117206.744215145,7008.61982771519
"Sphagnum cuspidatum",111190.823281355,-20250.6299362586
"Sphagnum lindbergii",96681.4940135979,469727.538316569
"Sphagnum cuspidatum",-66213.2323362883,-130939.585316078
"Sphagnum cuspidatum",111861.657547896,-84755.1466488021
"Sphagnum lindbergii",136226.671591855,475400.588906141
"Sphagnum cuspidatum",119305.439507625,-11083.6906054836
"Sphagnum cuspidatum",105384.561696324,-39343.7713797351
"Sphagnum cuspidatum",77101.9632363142,-118337.45436901
"Sphagnum lindbergii",136024.137737465,463463.472617753
"Sphagnum lindbergii",97265.6980333629,476136.468917067
"Sphagnum cuspidatum",-80239.8734768999,-212781.053437108
"Sphagnum lindbergii",100719.562227065,444508.701063316
"Sphagnum lindbergii",100719.562227065,444508.701063316
"Sphagnum cuspidatum",117206.744215145,7008.61982771519
"Sphagnum lindbergii",100719.562227065,444508.701063316
"Sphagnum cuspidatum",-52842.6964647571,-133690.208430556
"Sphagnum cuspidatum",111861.657547896,-84755.1466488021
"Sphagnum cuspidatum",99297.8258052883,-90883.8523497663
"Sphagnum cuspidatum",119305.439507625,-11083.6906054836
"Sphagnum cuspidatum",85663.8876328694,-96846.9381276465
"Sphagnum lindbergii",136226.671591855,475400.588906141
"Sphagnum lindbergii",56536.2201759524,444943.719931914
"Sphagnum lindbergii",96681.4940135979,469727.538316569
"Sphagnum cuspidatum",-48203.9360964842,-136316.441314647
"Sphagnum lindbergii",95935.7796711025,479263.788459891
"Sphagnum cuspidatum",56751.0528798121,-86629.1958560727
"Sphagnum lindbergii",136024.137737465,463463.472617753
"Sphagnum lindbergii",56536.2201759524,444943.719931914
"Sphagnum lindbergii",100719.562227065,444508.701063316
"Sphagnum lindbergii",99676.1176737315,450110.967796447
"Sphagnum lindbergii",95935.7796711025,479263.788459891
"Sphagnum lindbergii",136024.137737465,463463.472617753
"Sphagnum lindbergii",136024.137737465,463463.472617753
"Sphagnum cuspidatum",-80648.7125437017,-237524.628196692
"Sphagnum lindbergii",73026.1771507004,450057.45099472
"Sphagnum lindbergii",95935.7796711025,479263.788459891
"Sphagnum lindbergii",99676.1176737315,450110.967796447
"Sphagnum cuspidatum",-69199.7828668665,-152616.217422338
"Sphagnum lindbergii",136024.137737465,463463.472617753
"Sphagnum lindbergii",97265.6980333629,476136.468917067
"Sphagnum cuspidatum",85663.8876328694,-96846.9381276465
"Sphagnum cuspidatum",111861.657547896,-84755.1466488021
"Sphagnum lindbergii",96832.0399714233,440475.790223614
"Sphagnum cuspidatum",-14899.296102715,-167002.825997612
"Sphagnum cuspidatum",110350.428814088,-19710.0800336404
"Sphagnum lindbergii",96832.0399714233,440475.790223614
"Sphagnum cuspidatum",53174.8694471884,-87235.0877715884
"Sphagnum lindbergii",62812.7161509093,451257.373882819
"Sphagnum lindbergii",63651.5286115756,446885.136769119
"Sphagnum lindbergii",95935.7796711025,479263.788459891
"Sphagnum lindbergii",73026.1771507004,450057.45099472
"Sphagnum cuspidatum",-69199.7828668665,-152616.217422338
"Sphagnum lindbergii",136226.671591855,475400.588906141
"Sphagnum lindbergii",63651.5286115756,446885.136769119
"Sphagnum cuspidatum",-70577.1080583692,-219765.632558301
"Sphagnum lindbergii",136226.671591855,475400.588906141
"Sphagnum cuspidatum",99297.8258052883,-90883.8523497663
"Sphagnum lindbergii",100719.562227065,444508.701063316
"Sphagnum cuspidatum",53920.1853351765,-103252.397915952
"Sphagnum lindbergii",95935.7796711025,479263.788459891
"Sphagnum cuspidatum",-14899.296102715,-167002.825997612
"Sphagnum cuspidatum",11574.7094038935,-150611.741417324
"Sphagnum lindbergii",100719.562227065,444508.701063316
"Sphagnum lindbergii",-33929.8268397599,575417.773165862
"Sphagnum lindbergii",-28606.5159974073,535962.451563083
"Sphagnum lindbergii",-30405.7039840903,575087.67252878
"Sphagnum lindbergii",43089.8187737149,614377.017536694
"Sphagnum lindbergii",202162.520650789,583617.287428793
"Sphagnum lindbergii",91930.5472684767,480187.335925811
"Sphagnum lindbergii",26085.8137906071,601864.86953019
"Sphagnum lindbergii",36819.4225452323,543427.549410439
"Sphagnum lindbergii",-16487.1164883144,593169.77212792
"Sphagnum lindbergii",12305.2998907545,565315.470085401
"Sphagnum lindbergii",-28606.5159974073,535962.451563083
"Sphagnum lindbergii",21837.2278998537,603345.328018969
"Sphagnum lindbergii",-31444.1202325966,585310.482498964
"Sphagnum lindbergii",103326.623185296,502850.993418272
"Sphagnum lindbergii",-54671.1697859794,567328.506137322
"Sphagnum lindbergii",-17399.3242112358,577733.146646574
