"sp","x","y"
"Sphagnum lindbergii",125614.093316887,514013.443504068
"Sphagnum lindbergii",59099.8300573723,509537.776912154
"Sphagnum lindbergii",174728.310512743,527982.985913153
"Sphagnum lindbergii",37123.6199572296,500331.226944388
"Sphagnum lindbergii",80883.0323606372,505516.299153127
"Sphagnum lindbergii",86144.4216340403,495804.204289882
"Sphagnum lindbergii",-31434.3028209305,497421.204961829
"Sphagnum lindbergii",97063.0553698562,514630.764959893
"Sphagnum lindbergii",14260.2969189301,493341.609419683
"Sphagnum lindbergii",-1593.74357212106,506536.658695594
"Sphagnum lindbergii",146807.597058848,500878.243383222
"Sphagnum lindbergii",93220.8336010029,515013.313368051
"Sphagnum lindbergii",153988.604738644,518169.96470517
"Sphagnum lindbergii",55960.0627615938,501521.655198681
"Sphagnum lindbergii",124447.887351096,504306.549634235
"Sphagnum lindbergii",153988.604738644,518169.96470517
"Sphagnum lindbergii",-17247.898178448,524623.166220412
"Sphagnum lindbergii",71681.9802659028,501304.631596353
"Sphagnum lindbergii",-31434.3028209305,497421.204961829
"Sphagnum lindbergii",56151.0779452754,521332.100159715
"Sphagnum lindbergii",-7198.74175301038,507233.93954096
"Sphagnum lindbergii",77112.3283632817,491366.818159115
"Sphagnum lindbergii",165577.747656744,514984.12112487
"Sphagnum lindbergii",124447.887351096,504306.549634235
"Sphagnum lindbergii",-7592.24631459762,534892.659370032
"Sphagnum lindbergii",95056.301976971,513484.491014774
"Sphagnum lindbergii",80420.0155892083,493336.79133028
"Sphagnum lindbergii",3601.28932978743,501327.013766777
"Sphagnum lindbergii",56151.0779452754,521332.100159715
"Sphagnum lindbergii",71681.9802659028,501304.631596353
"Sphagnum lindbergii",44857.9046630249,527787.456691908
"Sphagnum lindbergii",44857.9046630249,527787.456691908
"Sphagnum lindbergii",167110.71465487,524413.791883729
"Sphagnum lindbergii",3601.28932978743,501327.013766777
"Sphagnum lindbergii",-17247.898178448,524623.166220412
"Sphagnum lindbergii",-31434.3028209305,497421.204961829
"Sphagnum lindbergii",71391.0432483933,518258.127464881
"Sphagnum lindbergii",125614.093316887,514013.443504068
"Sphagnum lindbergii",124447.887351096,504306.549634235
"Sphagnum lindbergii",-1593.74357212106,506536.658695594
"Sphagnum lindbergii",14260.2969189301,493341.609419683
"Sphagnum lindbergii",165577.747656744,514984.12112487
"Sphagnum lindbergii",3601.28932978743,501327.013766777
"Sphagnum lindbergii",68412.8825333466,515377.404340286
"Sphagnum lindbergii",-7592.24631459762,534892.659370032
"Sphagnum lindbergii",73148.9465266827,528733.191745843
"Sphagnum lindbergii",60922.1368464893,496501.838971974
"Sphagnum lindbergii",68824.199822011,530399.694048319
"Sphagnum lindbergii",75757.2629818273,500041.824895745
"Sphagnum lindbergii",93220.8336010029,515013.313368051
"Sphagnum lindbergii",-6868.567973673,504203.695847399
"Sphagnum lindbergii",43727.2852625581,520921.707492959
"Sphagnum lindbergii",97063.0553698562,514630.764959893
"Sphagnum lindbergii",-23616.1062780474,521341.195288272
"Sphagnum lindbergii",153988.604738644,518169.96470517
"Sphagnum lindbergii",71728.2612299479,508745.76047061
"Sphagnum lindbergii",59420.0372838108,510414.282015021
"Sphagnum lindbergii",18947.8956723071,530577.885660135
"Sphagnum lindbergii",60922.1368464893,496501.838971974
"Sphagnum lindbergii",165577.747656744,514984.12112487
"Sphagnum lindbergii",86144.4216340403,495804.204289882
"Sphagnum lindbergii",-7198.74175301038,507233.93954096
"Sphagnum lindbergii",50603.2935806368,495892.180658056
"Sphagnum lindbergii",75757.2629818273,500041.824895745
"Sphagnum lindbergii",167110.71465487,524413.791883729
"Sphagnum lindbergii",43727.2852625581,520921.707492959
"Sphagnum lindbergii",40980.0912170229,503905.686835794
"Sphagnum lindbergii",124447.887351096,504306.549634235
"Sphagnum lindbergii",60922.1368464893,496501.838971974
"Sphagnum lindbergii",60922.1368464893,496501.838971974
"Sphagnum lindbergii",44857.9046630249,527787.456691908
"Sphagnum lindbergii",59420.0372838108,510414.282015021
"Sphagnum lindbergii",-6868.567973673,504203.695847399
"Sphagnum lindbergii",-23616.1062780474,521341.195288272
"Sphagnum lindbergii",-6868.567973673,504203.695847399
"Sphagnum lindbergii",-23616.1062780474,521341.195288272
"Sphagnum lindbergii",157934.601644283,519031.543937796
"Sphagnum lindbergii",80278.2008903105,503137.651115773
"Sphagnum lindbergii",43727.2852625581,520921.707492959
"Sphagnum lindbergii",71391.0432483933,518258.127464881
"Sphagnum lindbergii",40980.0912170229,503905.686835794
"Sphagnum lindbergii",-7198.74175301038,507233.93954096
"Sphagnum lindbergii",56151.0779452754,521332.100159715
"Sphagnum lindbergii",68412.8825333466,515377.404340286
"Sphagnum lindbergii",43727.2852625581,520921.707492959
"Sphagnum lindbergii",74158.7068552468,498432.507852466
"Sphagnum lindbergii",56151.0779452754,521332.100159715
"Sphagnum lindbergii",41052.3223107422,497914.693088474
"Sphagnum lindbergii",37123.6199572296,500331.226944388
"Sphagnum lindbergii",-23616.1062780474,521341.195288272
"Sphagnum lindbergii",60922.1368464893,496501.838971974
"Sphagnum lindbergii",50603.2935806368,495892.180658056
"Sphagnum lindbergii",44857.9046630249,527787.456691908
"Sphagnum lindbergii",86144.4216340403,495804.204289882
"Sphagnum lindbergii",71391.0432483933,518258.127464881
"Sphagnum lindbergii",-6868.567973673,504203.695847399
"Sphagnum lindbergii",124447.887351096,504306.549634235
"Sphagnum lindbergii",93220.8336010029,515013.313368051
"Sphagnum lindbergii",43727.2852625581,520921.707492959
"Sphagnum lindbergii",125614.093316887,514013.443504068
"Sphagnum lindbergii",43569.8775018634,493640.419080586
"Sphagnum lindbergii",56151.0779452754,521332.100159715
"Sphagnum lindbergii",71391.0432483933,518258.127464881
"Sphagnum lindbergii",66451.2010991384,509377.479515143
"Sphagnum lindbergii",3601.28932978743,501327.013766777
"Sphagnum lindbergii",-1593.74357212106,506536.658695594
"Sphagnum lindbergii",-6868.567973673,504203.695847399
"Sphagnum lindbergii",60922.1368464893,496501.838971974
"Sphagnum lindbergii",56151.0779452754,521332.100159715
"Sphagnum lindbergii",50603.2935806368,495892.180658056
"Sphagnum lindbergii",66451.2010991384,509377.479515143
"Sphagnum lindbergii",18947.8956723071,530577.885660135
"Sphagnum lindbergii",74158.7068552468,498432.507852466
"Sphagnum lindbergii",66451.2010991384,509377.479515143
"Sphagnum lindbergii",176308.103427045,534477.589575692
"Sphagnum lindbergii",118097.865316912,548333.424129853
"Sphagnum lindbergii",126663.523172205,540037.421695042
"Sphagnum lindbergii",-1905.71055698148,539732.292112757
"Sphagnum lindbergii",118097.865316912,548333.424129853
"Sphagnum lindbergii",-1905.71055698148,539732.292112757
"Sphagnum lindbergii",-4433.70097313103,625550.771814199
"Sphagnum lindbergii",83864.5750428302,599909.960480734
"Sphagnum lindbergii",17323.6966697963,640092.642630508
"Sphagnum lindbergii",129543.191899621,545572.102690911
"Sphagnum lindbergii",101505.637111161,540506.65930571
"Sphagnum lindbergii",126663.523172205,540037.421695042
"Sphagnum lindbergii",46838.2698698612,549539.090688884
"Sphagnum lindbergii",129543.191899621,545572.102690911
"Sphagnum lindbergii",65617.7721317079,581053.596738966
"Sphagnum lindbergii",-5123.72482968039,538063.334003992
"Sphagnum lindbergii",-5575.02627930272,543115.561638322
"Sphagnum lindbergii",23057.1908678811,546709.525380175
"Sphagnum lindbergii",-37181.5266027338,576742.802801962
"Sphagnum lindbergii",111861.477016021,535033.338853201
"Sphagnum lindbergii",-4433.70097313103,625550.771814199
"Sphagnum lindbergii",106268.194463694,536909.501328112
"Sphagnum lindbergii",101505.637111161,540506.65930571
"Sphagnum lindbergii",3668.29792081166,631748.105828212
"Sphagnum lindbergii",29477.2740866583,568209.605890184
"Sphagnum lindbergii",-14280.76457592,554782.04311854
"Sphagnum lindbergii",3754.79561327426,536038.499876714
"Sphagnum lindbergii",3754.79561327426,536038.499876714
"Sphagnum lindbergii",3668.29792081166,631748.105828212
"Sphagnum lindbergii",48563.2032097872,579678.724755056
"Sphagnum lindbergii",109698.813122108,537807.146229923
"Sphagnum lindbergii",63653.30675066,574899.964240173
"Sphagnum lindbergii",68203.0350990471,577278.707112886
"Sphagnum lindbergii",46838.2698698612,549539.090688884
"Sphagnum lindbergii",126663.523172205,540037.421695042
"Sphagnum lindbergii",3754.79561327426,536038.499876714
"Sphagnum lindbergii",17323.6966697963,640092.642630508
"Sphagnum lindbergii",46838.2698698612,549539.090688884
"Sphagnum lindbergii",-5123.72482968039,538063.334003992
"Sphagnum lindbergii",65617.7721317079,581053.596738966
"Sphagnum lindbergii",73990.6660298399,575082.945162322
"Sphagnum lindbergii",-5575.02627930272,543115.561638322
"Sphagnum lindbergii",-4433.70097313103,625550.771814199
"Sphagnum lindbergii",83864.5750428302,599909.960480734
"Sphagnum lindbergii",31180.121478025,556486.423438161
"Sphagnum lindbergii",3754.79561327426,536038.499876714
"Sphagnum lindbergii",65617.7721317079,581053.596738966
"Sphagnum lindbergii",-5123.72482968039,538063.334003992
"Sphagnum lindbergii",-5123.72482968039,538063.334003992
"Sphagnum lindbergii",31180.121478025,556486.423438161
"Sphagnum lindbergii",66819.6648973272,577090.538566498
"Sphagnum lindbergii",117568.076237026,551717.263611605
"Sphagnum lindbergii",123612.538906801,543275.287850263
"Sphagnum lindbergii",106268.194463694,536909.501328112
"Sphagnum lindbergii",183336.329928339,542179.559995475
"Sphagnum lindbergii",127826.959245651,545999.56415424
"Sphagnum lindbergii",-37181.5266027338,576742.802801962
"Sphagnum lindbergii",99714.8376036422,567921.199151161
"Sphagnum lindbergii",-5123.72482968039,538063.334003992
"Sphagnum lindbergii",114147.221145416,556294.837959826
"Sphagnum lindbergii",-37181.5266027338,576742.802801962
"Sphagnum lindbergii",46838.2698698612,549539.090688884
"Sphagnum lindbergii",12178.7685929836,643623.651399278
"Sphagnum lindbergii",129543.191899621,545572.102690911
"Sphagnum lindbergii",-2958.17546919889,538625.611532493
"Sphagnum lindbergii",79518.8299683208,557803.013302758
"Sphagnum lindbergii",117568.076237026,551717.263611605
"Sphagnum lindbergii",127826.959245651,545999.56415424
"Sphagnum lindbergii",31180.121478025,556486.423438161
"Sphagnum lindbergii",-4433.70097313103,625550.771814199
"Sphagnum lindbergii",3754.79561327426,536038.499876714
"Sphagnum lindbergii",17323.6966697963,640092.642630508
"Sphagnum lindbergii",3754.79561327426,536038.499876714
"Sphagnum lindbergii",129543.191899621,545572.102690911
"Sphagnum lindbergii",-14280.76457592,554782.04311854
"Sphagnum lindbergii",-2958.17546919889,538625.611532493
"Sphagnum lindbergii",3754.79561327426,536038.499876714
"Sphagnum lindbergii",-4433.70097313103,625550.771814199
"Sphagnum lindbergii",29477.2740866583,568209.605890184
"Sphagnum lindbergii",129543.191899621,545572.102690911
"Sphagnum lindbergii",-5575.02627930272,543115.561638322
"Sphagnum lindbergii",65685.0428371343,566602.628180043
"Sphagnum lindbergii",27745.3632474919,551516.12739342
"Sphagnum lindbergii",-37181.5266027338,576742.802801962
"Sphagnum lindbergii",23057.1908678811,546709.525380175
"Sphagnum lindbergii",73990.6660298399,575082.945162322
"Sphagnum lindbergii",62374.5822098781,584014.89852812
"Sphagnum lindbergii",-5123.72482968039,538063.334003992
"Sphagnum lindbergii",3754.79561327426,536038.499876714
"Sphagnum lindbergii",-4433.70097313103,625550.771814199
"Sphagnum lindbergii",129543.191899621,545572.102690911
"Sphagnum lindbergii",126663.523172205,540037.421695042
"Sphagnum lindbergii",48563.2032097872,579678.724755056
"Sphagnum lindbergii",29477.2740866583,568209.605890184
"Sphagnum lindbergii",-37181.5266027338,576742.802801962
"Sphagnum lindbergii",17323.6966697963,640092.642630508
"Sphagnum lindbergii",73990.6660298399,575082.945162322
"Sphagnum lindbergii",62374.5822098781,584014.89852812
"Sphagnum lindbergii",27435.3471201198,557016.407506491
"Sphagnum lindbergii",27435.3471201198,557016.407506491
"Sphagnum lindbergii",84887.5781688013,554767.535080957
"Sphagnum lindbergii",-14280.76457592,554782.04311854
"Sphagnum lindbergii",3668.29792081166,631748.105828212
"Sphagnum lindbergii",12178.7685929836,643623.651399278
"Sphagnum lindbergii",99714.8376036422,567921.199151161
"Sphagnum lindbergii",118097.865316912,548333.424129853
"Sphagnum lindbergii",-14280.76457592,554782.04311854
"Sphagnum lindbergii",3668.29792081166,631748.105828212
"Sphagnum lindbergii",127784.513248353,547852.635255506
"Sphagnum lindbergii",-4433.70097313103,625550.771814199
"Sphagnum lindbergii",118097.865316912,548333.424129853
"Sphagnum lindbergii",66763.1663235769,544745.122085348
"Sphagnum lindbergii",126663.523172205,540037.421695042
"Sphagnum lindbergii",31180.121478025,556486.423438161
"Sphagnum lindbergii",-2958.17546919889,538625.611532493
"Sphagnum lindbergii",127826.959245651,545999.56415424
"Sphagnum lindbergii",183336.329928339,542179.559995475
"Sphagnum lindbergii",117568.076237026,551717.263611605
"Sphagnum lindbergii",176308.103427045,534477.589575692
"Sphagnum lindbergii",-37181.5266027338,576742.802801962
"Sphagnum lindbergii",27435.3471201198,557016.407506491
"Sphagnum cuspidatum",-217378.169516641,-349825.529399224
"Sphagnum cuspidatum",-74363.7072148825,-347303.460250128
"Sphagnum lindbergii",-60564.2521119589,200993.409846887
"Sphagnum cuspidatum",-161411.484043471,-351453.755610556
"Sphagnum lindbergii",-54968.2264088237,181480.811828432
"Sphagnum cuspidatum",-188181.001163065,-368521.684106949
"Sphagnum cuspidatum",-190591.464972608,-362439.873180346
"Sphagnum cuspidatum",-69419.7081470871,-342835.601329023
"Sphagnum lindbergii",-58054.3483831249,178554.097024426
"Sphagnum lindbergii",-53440.5315966509,245625.228739865
"Sphagnum cuspidatum",-71110.1597577296,-338847.780653941
"Sphagnum lindbergii",-63616.5732626077,207826.953515188
"Sphagnum lindbergii",-102940.906435476,186510.483785647
"Sphagnum cuspidatum",-87880.9518518869,-344426.893091059
"Sphagnum cuspidatum",-170188.407360217,-380088.408612905
"Sphagnum lindbergii",-101327.122099372,183780.572336806
"Sphagnum cuspidatum",-188181.001163065,-368521.684106949
"Sphagnum cuspidatum",-166153.397046466,-393326.716651544
"Sphagnum cuspidatum",-183233.814303239,-378947.020801953
"Sphagnum cuspidatum",-178336.306370853,-373354.58697406
"Sphagnum cuspidatum",-190591.464972608,-362439.873180346
"Sphagnum lindbergii",-97925.1418714095,206437.388647777
"Sphagnum lindbergii",-80829.789903645,193559.857348316
"Sphagnum lindbergii",-102940.906435476,186510.483785647
"Sphagnum cuspidatum",-141352.018052601,-338700.261955953
"Sphagnum cuspidatum",-170756.237052986,-377842.469072236
"Sphagnum cuspidatum",-132034.903757256,-393049.407718688
"Sphagnum cuspidatum",-82823.7558945029,-350273.890425586
"Sphagnum lindbergii",-63616.5732626077,207826.953515188
"Sphagnum cuspidatum",-73708.89862432,-357937.461882534
"Sphagnum cuspidatum",-185548.059987068,-356546.260268673
"Sphagnum lindbergii",-53813.89442144,211509.63445446
"Sphagnum lindbergii",-102940.906435476,186510.483785647
"Sphagnum lindbergii",-63616.5732626077,207826.953515188
"Sphagnum lindbergii",-97925.1418714095,206437.388647777
"Sphagnum cuspidatum",-145090.097156888,-355479.026402079
"Sphagnum cuspidatum",-148412.973225652,-383432.281574873
"Sphagnum cuspidatum",-188181.001163065,-368521.684106949
"Sphagnum lindbergii",-59014.286082102,216641.48909322
"Sphagnum lindbergii",-51143.9407690716,250954.68173143
"Sphagnum cuspidatum",-186597.588407044,-366631.408067441
"Sphagnum cuspidatum",-149133.095774897,-385345.653523618
"Sphagnum lindbergii",-7375.24470687472,206337.589003545
"Sphagnum cuspidatum",-189416.728585344,-356468.711085536
"Sphagnum cuspidatum",-183417.318188155,-355514.854083133
"Sphagnum cuspidatum",-178336.306370853,-373354.58697406
"Sphagnum lindbergii",-79094.7643128057,196530.950001745
"Sphagnum cuspidatum",-181220.904475477,-354474.018401281
"Sphagnum lindbergii",-63616.5732626077,207826.953515188
"Sphagnum lindbergii",-63616.5732626077,207826.953515188
"Sphagnum cuspidatum",-132034.903757256,-393049.407718688
"Sphagnum cuspidatum",-73708.89862432,-357937.461882534
"Sphagnum cuspidatum",-161411.484043471,-351453.755610556
"Sphagnum cuspidatum",-152672.826229731,-372921.476298653
"Sphagnum lindbergii",-51143.9407690716,250954.68173143
"Sphagnum cuspidatum",-145090.097156888,-355479.026402079
"Sphagnum lindbergii",-68204.2459215923,228919.955277841
"Sphagnum cuspidatum",-183233.814303239,-378947.020801953
"Sphagnum cuspidatum",-150227.020491549,-384346.950047901
"Sphagnum lindbergii",-63616.5732626077,207826.953515188
"Sphagnum cuspidatum",-178423.116361487,-384902.42445592
"Sphagnum lindbergii",232738.61922028,960243.288884474
"Sphagnum lindbergii",183485.776455888,940420.907651168
"Sphagnum lindbergii",204223.320964937,929373.891768312
"Sphagnum cuspidatum",-117238.369261967,-325980.970802209
"Sphagnum lindbergii",240996.349097202,958064.101114495
"Sphagnum lindbergii",210613.677301138,951527.162813426
"Sphagnum cuspidatum",-72961.8217963179,-326419.48701665
"Sphagnum cuspidatum",-117238.369261967,-325980.970802209
"Sphagnum lindbergii",211915.706848208,951942.68746259
"Sphagnum lindbergii",174370.399461227,721810.885015379
"Sphagnum lindbergii",164224.262323549,948065.134927497
"Sphagnum lindbergii",189813.355472865,958849.821442891
"Sphagnum lindbergii",305790.251184353,691073.122842436
"Sphagnum cuspidatum",-119936.258038105,-322685.783816266
"Sphagnum lindbergii",174122.963261456,946291.152623605
"Sphagnum lindbergii",187029.56151717,960030.030304228
"Sphagnum cuspidatum",-75771.2574051091,-325273.379309149
"Sphagnum lindbergii",216879.914786023,748328.148197971
"Sphagnum lindbergii",200941.08028335,932702.234763077
"Sphagnum cuspidatum",-107590.968772519,-320327.808710529
"Sphagnum lindbergii",211762.870518887,951795.798785221
"Sphagnum cuspidatum",-76424.6917724798,-314668.674774717
"Sphagnum cuspidatum",-75771.2574051091,-325273.379309149
"Sphagnum lindbergii",185998.73287777,938924.352989043
"Sphagnum lindbergii",201207.262905295,934432.82196336
"Sphagnum lindbergii",190138.945076662,957342.76594426
"Sphagnum lindbergii",209445.451820607,954296.506975507
"Sphagnum lindbergii",211879.717846957,951771.059136091
"Sphagnum cuspidatum",-75203.4235280833,-318922.070655096
"Sphagnum lindbergii",263939.878450868,946133.297819643
"Sphagnum lindbergii",263360.439147574,948344.385021191
"Sphagnum lindbergii",202270.60333842,928419.596655563
"Sphagnum lindbergii",263098.596806016,944101.566081787
"Sphagnum lindbergii",206024.070862362,940023.552331665
"Sphagnum lindbergii",263934.509543245,946189.170165535
"Sphagnum lindbergii",176018.460582389,946693.146642398
"Sphagnum lindbergii",186863.778747339,938375.301002968
"Sphagnum cuspidatum",-108750.161504278,-315456.282519408
"Sphagnum lindbergii",213197.133326874,750500.304591612
"Sphagnum lindbergii",201674.841608614,930346.419583924
"Sphagnum lindbergii",204160.854071062,929211.636832378
"Sphagnum lindbergii",175494.815037386,722385.410774623
"Sphagnum lindbergii",217656.435913593,746407.421499785
"Sphagnum lindbergii",174776.388013402,946602.570409961
"Sphagnum lindbergii",209897.603811585,951551.032605694
"Sphagnum lindbergii",209608.198103016,717011.877376859
"Sphagnum lindbergii",215158.603440847,748484.42330386
"Sphagnum lindbergii",241589.643977222,959242.981723447
"Sphagnum lindbergii",176658.884376239,947521.545976865
"Sphagnum lindbergii",174979.799716525,724873.95810727
"Sphagnum lindbergii",210350.095998301,953836.846903393
"Sphagnum lindbergii",210675.530988831,951576.939982282
"Sphagnum cuspidatum",-75203.4235280833,-318922.070655096
"Sphagnum lindbergii",232319.20084366,958428.261656577
"Sphagnum cuspidatum",-66285.0036021016,-326208.048774772
"Sphagnum lindbergii",209888.788416594,951505.334348685
"Sphagnum cuspidatum",-72961.8217963179,-326419.48701665
"Sphagnum lindbergii",263640.576826384,943961.768689557
"Sphagnum lindbergii",213591.172612894,750167.240513001
"Sphagnum lindbergii",209286.716814294,954441.939261968
"Sphagnum lindbergii",201025.079185238,930299.061135907
"Sphagnum lindbergii",256722.200955254,696636.498969132
"Sphagnum cuspidatum",-107590.968772519,-320327.808710529
"Sphagnum lindbergii",201538.804326429,933623.944595801
"Sphagnum lindbergii",174307.359241563,721750.706905987
"Sphagnum cuspidatum",-75203.4235280833,-318922.070655096
"Sphagnum lindbergii",-119936.258038105,-322685.783816266
"Sphagnum cuspidatum",-73147.4230662461,-329055.46288274
"Sphagnum lindbergii",200913.166334634,932745.234773199
"Sphagnum lindbergii",234766.989760471,961148.844165579
"Sphagnum lindbergii",199556.743264012,932196.527456147
"Sphagnum cuspidatum",-50700.7681735529,-94977.9721978605
"Sphagnum cuspidatum",-172719.793063021,-277155.289709032
"Sphagnum cuspidatum",-169628.733677738,-258527.968925132
"Sphagnum cuspidatum",-172719.793063021,-277155.289709032
"Sphagnum cuspidatum",-233003.319499419,-194693.708360544
"Sphagnum cuspidatum",-185971.811586063,-293758.243749236
"Sphagnum lindbergii",-87552.4559972506,-15227.828654048
"Sphagnum cuspidatum",-185717.701321929,-287547.175486441
"Sphagnum cuspidatum",-249237.563748524,-204458.299425886
"Sphagnum cuspidatum",-181689.524411329,-288930.206215075
"Sphagnum cuspidatum",-191093.465375731,-210058.97550161
"Sphagnum lindbergii",-97521.2232580645,-13508.5218156594
"Sphagnum cuspidatum",-94783.8796836485,-42930.4537860761
"Sphagnum cuspidatum",-56714.5648347772,-39416.8015561925
"Sphagnum cuspidatum",-178918.248518002,-278439.434371913
"Sphagnum cuspidatum",-238991.229789484,-214341.698354222
"Sphagnum cuspidatum",-86861.3840274396,-59576.7240240717
"Sphagnum cuspidatum",-244046.987466931,-209198.799191021
"Sphagnum cuspidatum",-185532.524470471,-288798.167679021
"Sphagnum cuspidatum",-238991.229789484,-214341.698354222
"Sphagnum cuspidatum",-173781.510012558,-272738.030173556
"Sphagnum cuspidatum",-224906.609885969,-235847.852843443
"Sphagnum cuspidatum",-257827.707418862,-196317.606881394
"Sphagnum cuspidatum",-185214.850415078,-286057.171490352
"Sphagnum cuspidatum",-182740.826798085,-286600.737178532
"Sphagnum cuspidatum",-191093.465375731,-210058.97550161
"Sphagnum cuspidatum",-175497.980682142,-276242.841611758
"Sphagnum cuspidatum",-221523.561887331,-201031.136797962
"Sphagnum cuspidatum",-97521.2232580645,-13508.5218156594
"Sphagnum cuspidatum",-185214.850415078,-286057.171490352
"Sphagnum lindbergii",-99413.5947954889,-65428.2683677838
"Sphagnum cuspidatum",-178918.902260668,-280427.22610115
"Sphagnum cuspidatum",-107658.630925936,-119880.211915372
"Sphagnum lindbergii",-87918.2360291245,-61508.3526127922
"Sphagnum cuspidatum",-115537.883583263,-105133.102396648
"Sphagnum cuspidatum",-244046.987466931,-209198.799191021
"Sphagnum cuspidatum",-161340.631494886,-238349.970918149
"Sphagnum cuspidatum",-107658.630925936,-119880.211915372
"Sphagnum cuspidatum",-245488.397530361,-193427.43606592
"Sphagnum cuspidatum",-178918.902260668,-280427.22610115
"Sphagnum lindbergii",-89594.4702209194,5747.65119493196
"Sphagnum cuspidatum",-164259.933482759,-249040.365714802
"Sphagnum cuspidatum",-79760.3151976361,-60209.2820392557
"Sphagnum cuspidatum",-232011.409988418,-244186.231580504
"Sphagnum cuspidatum",-185532.524470471,-288798.167679021
"Sphagnum cuspidatum",-244046.987466931,-209198.799191021
"Sphagnum cuspidatum",-180180.142728534,-217879.369102514
"Sphagnum cuspidatum",-181689.524411329,-288930.206215075
"Sphagnum cuspidatum",-93385.4938639414,-78597.5297465059
"Sphagnum cuspidatum",-169140.797379385,-251409.636743676
"Sphagnum cuspidatum",-249237.563748524,-204458.299425886
"Sphagnum cuspidatum",-163693.48982719,-223813.256442245
"Sphagnum cuspidatum",-107471.695424954,-83570.932336117
"Sphagnum cuspidatum",-87918.2360291245,-61508.3526127922
"Sphagnum cuspidatum",-182740.826798085,-286600.737178532
"Sphagnum cuspidatum",-238445.48287197,-218605.282605924
"Sphagnum cuspidatum",-178918.248518002,-278439.434371913
"Sphagnum cuspidatum",-114754.648780595,-99447.0755805441
"Sphagnum lindbergii",-107471.695424954,-83570.932336117
"Sphagnum cuspidatum",-249237.563748524,-204458.299425886
"Sphagnum lindbergii",-56714.5648347772,-39416.8015561925
"Sphagnum lindbergii",-118862.944241503,-108671.172198661
"Sphagnum lindbergii",-89594.4702209194,5747.65119493196
"Sphagnum cuspidatum",-224906.609885969,-235847.852843443
"Sphagnum cuspidatum",-233079.296379928,-220150.145030104
"Sphagnum cuspidatum",-245488.397530361,-193427.43606592
"Sphagnum cuspidatum",-179708.659338961,-271830.010453701
"Sphagnum cuspidatum",-181689.524411329,-288930.206215075
"Sphagnum cuspidatum",-176092.849217609,-278577.01360109
"Sphagnum cuspidatum",-245488.397530361,-193427.43606592
"Sphagnum cuspidatum",-167069.414152907,-274155.854702567
"Sphagnum cuspidatum",-185484.629212874,-282170.534700598
"Sphagnum cuspidatum",-205664.959563183,-310128.781760931
"Sphagnum cuspidatum",-244046.987466931,-209198.799191021
"Sphagnum lindbergii",-54394.6947581252,-45738.1267277684
"Sphagnum cuspidatum",-118862.944241503,-108671.172198661
"Sphagnum cuspidatum",-233003.319499419,-194693.708360544
"Sphagnum cuspidatum",-87899.7578932369,-68134.9372061794
"Sphagnum cuspidatum",-62034.8264564345,-46896.8805619305
"Sphagnum cuspidatum",-118862.944241503,-108671.172198661
"Sphagnum cuspidatum",-185532.524470471,-288798.167679021
"Sphagnum cuspidatum",-181689.524411329,-288930.206215075
"Sphagnum cuspidatum",-87918.2360291245,-61508.3526127922
"Sphagnum lindbergii",-92776.2364034581,-8347.827984871
"Sphagnum lindbergii",-123451.99868879,-94435.9681651339
"Sphagnum cuspidatum",-185532.524470471,-288798.167679021
"Sphagnum lindbergii",-84625.3215258381,-29806.8098315932
"Sphagnum cuspidatum",-181689.524411329,-288930.206215075
"Sphagnum cuspidatum",-241391.751811962,-212090.148776956
"Sphagnum cuspidatum",-245488.397530361,-193427.43606592
"Sphagnum cuspidatum",-92039.6829975922,-15322.7655907124
"Sphagnum cuspidatum",-249237.563748524,-204458.299425886
"Sphagnum cuspidatum",-75304.4429910333,-1743.17167287096
"Sphagnum cuspidatum",-114319.493348052,-103948.896343522
"Sphagnum cuspidatum",-175459.33210515,-255788.064897827
"Sphagnum cuspidatum",-191093.465375731,-210058.97550161
"Sphagnum lindbergii",-94783.8796836485,-42930.4537860761
"Sphagnum cuspidatum",-167069.414152907,-274155.854702567
"Sphagnum cuspidatum",-161945.225496829,-230416.591586916
"Sphagnum cuspidatum",-54394.6947581252,-45738.1267277684
"Sphagnum cuspidatum",-161340.631494886,-238349.970918149
"Sphagnum lindbergii",-92039.6829975922,-15322.7655907124
"Sphagnum cuspidatum",-161340.631494886,-238349.970918149
"Sphagnum cuspidatum",-185214.850415078,-286057.171490352
"Sphagnum cuspidatum",-233003.319499419,-194693.708360544
"Sphagnum cuspidatum",-245488.397530361,-193427.43606592
"Sphagnum cuspidatum",-124225.983852121,-127437.178796303
"Sphagnum cuspidatum",-264398.851146702,-167351.111303741
"Sphagnum cuspidatum",-257984.372616308,-133264.9171996
"Sphagnum cuspidatum",-256718.270968181,-163058.530106444
"Sphagnum cuspidatum",-256718.270968181,-163058.530106444
"Sphagnum cuspidatum",-127768.982644671,-142016.516429282
"Sphagnum cuspidatum",-249674.483744137,-185545.118004696
"Sphagnum cuspidatum",-257984.372616308,-133264.9171996
"Sphagnum cuspidatum",-257984.372616308,-133264.9171996
"Sphagnum cuspidatum",-238663.045524384,-119926.336431168
"Sphagnum cuspidatum",-158764.573584223,-157117.398933699
"Sphagnum cuspidatum",-252019.682840148,-147508.931001151
"Sphagnum cuspidatum",-269549.075950957,-123848.138790793
"Sphagnum cuspidatum",-240091.228223226,-130965.34285005
