variable,x,y
seas.dd 10,182.95237426757814,0.958061408996582
seas.dd 10,183.10699350585938,0.958061408996582
seas.dd 10,183.26161274414065,0.958061408996582
seas.dd 10,183.4162319824219,0.958061408996582
seas.dd 10,183.57085122070313,0.958061408996582
seas.dd 10,183.72547045898438,0.958061408996582
seas.dd 10,183.88008969726565,0.958061408996582
seas.dd 10,184.0347089355469,0.958061408996582
seas.dd 10,184.18932817382813,0.958061408996582
seas.dd 10,184.34394741210937,0.958061408996582
seas.dd 10,184.49856665039064,0.958061408996582
seas.dd 10,184.65318588867189,0.958061408996582
seas.dd 10,184.80780512695313,0.958061408996582
seas.dd 10,184.9624243652344,0.958061408996582
seas.dd 10,185.11704360351564,0.958061408996582
seas.dd 10,185.27166284179688,0.958061408996582
seas.dd 10,185.42628208007812,0.958061408996582
seas.dd 10,185.5809013183594,0.958061408996582
seas.dd 10,185.73552055664064,0.958061408996582
seas.dd 10,185.89013979492188,0.958061408996582
seas.dd 10,186.04475903320315,0.958061408996582
seas.dd 10,186.1993782714844,0.958061408996582
seas.dd 10,186.35399750976563,0.958061408996582
seas.dd 10,186.50861674804688,0.958061408996582
seas.dd 10,186.66323598632815,0.958061408996582
seas.dd 10,186.8178552246094,0.958061408996582
seas.dd 10,186.97247446289063,0.958061408996582
seas.dd 10,187.12709370117187,0.958061408996582
seas.dd 10,187.28171293945314,0.958061408996582
seas.dd 10,187.43633217773439,0.958061408996582
seas.dd 10,187.59095141601563,0.958061408996582
seas.dd 10,187.7455706542969,0.958061408996582
seas.dd 10,187.90018989257814,0.958061408996582
seas.dd 10,188.05480913085938,0.958061408996582
seas.dd 10,188.20942836914062,0.958061408996582
seas.dd 10,188.3640476074219,0.958061408996582
seas.dd 10,188.51866684570314,0.958061408996582
seas.dd 10,188.67328608398438,0.958061408996582
seas.dd 10,188.82790532226562,0.958061408996582
seas.dd 10,188.9825245605469,0.958061408996582
seas.dd 10,189.13714379882813,0.958061408996582
seas.dd 10,189.29176303710938,0.958061408996582
seas.dd 10,189.44638227539065,0.958061408996582
seas.dd 10,189.6010015136719,0.958061408996582
seas.dd 10,189.75562075195313,0.958061408996582
seas.dd 10,189.91023999023437,0.958061408996582
seas.dd 10,190.06485922851564,0.958061408996582
seas.dd 10,190.2194784667969,0.958061408996582
seas.dd 10,190.37409770507813,0.958061408996582
seas.dd 10,190.52871694335937,0.958061408996582
seas.dd 10,190.68333618164064,0.958061408996582
seas.dd 10,190.83795541992188,0.958061408996582
seas.dd 10,190.99257465820313,0.958061408996582
seas.dd 10,191.1471938964844,0.958061408996582
seas.dd 10,191.30181313476564,0.958061408996582
seas.dd 10,191.45643237304688,0.958061408996582
seas.dd 10,191.61105161132812,0.958061408996582
seas.dd 10,191.7656708496094,0.958061408996582
seas.dd 10,191.92029008789063,0.958061408996582
seas.dd 10,192.07490932617188,0.958061408996582
seas.dd 10,192.22952856445315,0.958061408996582
seas.dd 10,192.3841478027344,0.958061408996582
seas.dd 10,192.53876704101563,0.958061408996582
seas.dd 10,192.69338627929687,0.958061408996582
seas.dd 10,192.84800551757814,0.958061408996582
seas.dd 10,193.0026247558594,0.958061408996582
seas.dd 10,193.15724399414063,0.958061408996582
seas.dd 10,193.3118632324219,0.958061408996582
seas.dd 10,193.46648247070314,0.958061408996582
seas.dd 10,193.62110170898438,0.958061408996582
seas.dd 10,193.77572094726563,0.958061408996582
seas.dd 10,193.9303401855469,0.958061408996582
seas.dd 10,194.08495942382814,0.958061408996582
seas.dd 10,194.23957866210938,0.958061408996582
seas.dd 10,194.39419790039062,0.958061408996582
seas.dd 10,194.5488171386719,0.958061408996582
seas.dd 10,194.70343637695314,0.958061408996582
seas.dd 10,194.85805561523438,0.958061408996582
seas.dd 10,195.01267485351565,0.958061408996582
seas.dd 10,195.1672940917969,0.958061408996582
seas.dd 10,195.32191333007813,0.958061408996582
seas.dd 10,195.47653256835937,0.958061408996582
seas.dd 10,195.63115180664064,0.958061408996582
seas.dd 10,195.7857710449219,0.9584360361099243
