variable,x,y
seas.wb 10,18.06888313293457,0.5705939888954162
seas.wb 10,18.102894593811033,0.5705939888954162
seas.wb 10,18.1369060546875,0.5705939888954162
seas.wb 10,18.170917515563964,0.5705939888954162
seas.wb 10,18.204928976440428,0.5705939888954162
seas.wb 10,18.238940437316895,0.5705939888954162
seas.wb 10,18.27295189819336,0.5705939888954162
seas.wb 10,18.306963359069822,0.5705939888954162
seas.wb 10,18.34097481994629,0.5705939888954162
seas.wb 10,18.374986280822753,0.5705939888954162
seas.wb 10,18.408997741699217,0.5705939888954162
seas.wb 10,18.443009202575684,0.5705939888954162
seas.wb 10,18.477020663452148,0.5705939888954162
seas.wb 10,18.51103212432861,0.5705939888954162
seas.wb 10,18.54504358520508,0.5705939888954162
seas.wb 10,18.579055046081542,0.5705939888954162
seas.wb 10,18.613066506958006,0.5705939888954162
seas.wb 10,18.647077967834473,0.5705939888954162
seas.wb 10,18.681089428710937,0.5705939888954162
seas.wb 10,18.7151008895874,0.5705939888954162
seas.wb 10,18.749112350463868,0.5705939888954162
seas.wb 10,18.78312381134033,0.5705939888954162
seas.wb 10,18.817135272216795,0.5705939888954162
seas.wb 10,18.851146733093262,0.5705939888954162
seas.wb 10,18.885158193969726,0.5705939888954162
seas.wb 10,18.91916965484619,0.5705939888954162
seas.wb 10,18.953181115722657,0.5705939888954162
seas.wb 10,18.98719257659912,0.5705939888954162
seas.wb 10,19.021204037475584,0.5705939888954162
seas.wb 10,19.05521549835205,0.5705939888954162
seas.wb 10,19.089226959228515,0.5705939888954162
seas.wb 10,19.12323842010498,0.5705939888954162
seas.wb 10,19.157249880981446,0.5705939888954162
seas.wb 10,19.19126134185791,0.5705939888954162
seas.wb 10,19.225272802734374,0.5705939888954162
seas.wb 10,19.259284263610837,0.5705939888954162
seas.wb 10,19.293295724487304,0.5705939888954162
seas.wb 10,19.327307185363768,0.5705939888954162
seas.wb 10,19.361318646240232,0.5705939888954162
seas.wb 10,19.3953301071167,0.5705939888954162
seas.wb 10,19.429341567993163,0.5705939888954162
seas.wb 10,19.463353028869626,0.5705939888954162
seas.wb 10,19.497364489746094,0.5705939888954162
seas.wb 10,19.531375950622557,0.5705939888954162
seas.wb 10,19.56538741149902,0.5705939888954162
seas.wb 10,19.599398872375488,0.5705939888954162
seas.wb 10,19.633410333251952,0.5705939888954162
seas.wb 10,19.667421794128416,0.5705939888954162
seas.wb 10,19.701433255004883,0.5705939888954162
seas.wb 10,19.735444715881346,0.5705939888954162
seas.wb 10,19.76945617675781,0.5705939888954162
seas.wb 10,19.803467637634277,0.5705939888954162
seas.wb 10,19.83747909851074,0.5705939888954162
seas.wb 10,19.871490559387205,0.5705939888954162
seas.wb 10,19.905502020263672,0.5705939888954162
seas.wb 10,19.939513481140136,0.5705939888954162
seas.wb 10,19.9735249420166,0.5705939888954162
seas.wb 10,20.007536402893066,0.5705939888954162
seas.wb 10,20.04154786376953,0.5705939888954162
seas.wb 10,20.075559324645994,0.5705939888954162
seas.wb 10,20.10957078552246,0.5705939888954162
seas.wb 10,20.143582246398925,0.5705939888954162
seas.wb 10,20.17759370727539,0.5705939888954162
seas.wb 10,20.211605168151856,0.5705939888954162
seas.wb 10,20.24561662902832,0.5705939888954162
seas.wb 10,20.279628089904783,0.5705939888954162
seas.wb 10,20.31363955078125,0.5705939888954162
seas.wb 10,20.347651011657714,0.5705939888954162
seas.wb 10,20.381662472534178,0.5705939888954162
seas.wb 10,20.415673933410645,0.5705939888954162
seas.wb 10,20.44968539428711,0.5705939888954162
seas.wb 10,20.483696855163572,0.5705939888954162
seas.wb 10,20.51770831604004,0.5705939888954162
seas.wb 10,20.551719776916503,0.5705939888954162
seas.wb 10,20.585731237792967,0.5705939888954162
seas.wb 10,20.619742698669434,0.5705939888954162
seas.wb 10,20.653754159545898,0.5705939888954162
seas.wb 10,20.68776562042236,0.5705939888954162
seas.wb 10,20.72177708129883,0.5705939888954162
seas.wb 10,20.755788542175292,0.5705939888954162
seas.wb 10,20.789800003051756,0.5705939888954162
seas.wb 10,20.823811463928223,0.5705939888954162
seas.wb 10,20.857822924804687,0.5705939888954162
seas.wb 10,20.89183438568115,0.5710169941186904
seas.wb 10,20.925845846557618,0.5714399993419648
seas.wb 10,20.95985730743408,0.5727103427052498
seas.wb 10,20.993868768310545,0.5739806860685348
seas.wb 10,21.027880229187012,0.575253127515316
seas.wb 10,21.061891690063476,0.5765255689620972
seas.wb 10,21.09590315093994,0.5778000116348266
seas.wb 10,21.129914611816403,0.5790744543075561
seas.wb 10,21.16392607269287,0.5803508013486862
seas.wb 10,21.197937533569334,0.5816271483898163
seas.wb 10,21.2319489944458,0.5829054340720177
seas.wb 10,21.265960455322265,0.584183719754219
seas.wb 10,21.29997191619873,0.5854637950658799
seas.wb 10,21.333983377075192,0.5867438703775406
seas.wb 10,21.36799483795166,0.5880257681012153
seas.wb 10,21.402006298828123,0.5893076658248901
seas.wb 10,21.43601775970459,0.5905912920832634
seas.wb 10,21.470029220581054,0.5918749183416366
seas.wb 10,21.504040681457518,0.5931601703166962
seas.wb 10,21.53805214233398,0.5944454222917557
seas.wb 10,21.57206360321045,0.595732319355011
seas.wb 10,21.606075064086912,0.5970192164182663
seas.wb 10,21.64008652496338,0.598307627439499
seas.wb 10,21.674097985839843,0.5995960384607315
seas.wb 10,21.708109446716307,0.6008859723806381
seas.wb 10,21.74212090759277,0.6021759063005447
seas.wb 10,21.776132368469238,0.6034672647714615
seas.wb 10,21.8101438293457,0.6047586232423783
