variable,x,y
ann.wb 10,-206.33718719482422,0.31006703078746795
ann.wb 10,-205.2444370300293,0.31006703078746795
ann.wb 10,-204.15168686523438,0.31006703078746795
ann.wb 10,-203.05893670043946,0.31006703078746795
ann.wb 10,-201.96618653564454,0.31006703078746795
ann.wb 10,-200.87343637084962,0.31006703078746795
ann.wb 10,-199.7806862060547,0.31006703078746795
ann.wb 10,-198.68793604125977,0.31006703078746795
ann.wb 10,-197.59518587646485,0.31006703078746795
ann.wb 10,-196.50243571166993,0.31006703078746795
ann.wb 10,-195.409685546875,0.31006703078746795
ann.wb 10,-194.3169353820801,0.31006703078746795
ann.wb 10,-193.22418521728517,0.31006703078746795
ann.wb 10,-192.13143505249025,0.31006703078746795
ann.wb 10,-191.03868488769533,0.31006703078746795
ann.wb 10,-189.9459347229004,0.31006703078746795
ann.wb 10,-188.85318455810548,0.31006703078746795
ann.wb 10,-187.76043439331056,0.31006703078746795
ann.wb 10,-186.66768422851564,0.31006703078746795
ann.wb 10,-185.57493406372072,0.31006703078746795
ann.wb 10,-184.4821838989258,0.31006703078746795
ann.wb 10,-183.38943373413088,0.31006703078746795
ann.wb 10,-182.29668356933595,0.31006703078746795
ann.wb 10,-181.20393340454103,0.31006703078746795
ann.wb 10,-180.1111832397461,0.31006703078746795
ann.wb 10,-179.0184330749512,0.31006703078746795
ann.wb 10,-177.92568291015627,0.31006703078746795
ann.wb 10,-176.83293274536135,0.31006703078746795
ann.wb 10,-175.74018258056643,0.31006703078746795
ann.wb 10,-174.6474324157715,0.31006703078746795
ann.wb 10,-173.55468225097655,0.31006703078746795
ann.wb 10,-172.46193208618166,0.31006703078746795
ann.wb 10,-171.3691819213867,0.31006703078746795
ann.wb 10,-170.2764317565918,0.31006703078746795
ann.wb 10,-169.18368159179687,0.31006703078746795
ann.wb 10,-168.09093142700198,0.31006703078746795
ann.wb 10,-166.99818126220703,0.31006703078746795
ann.wb 10,-165.90543109741213,0.31006703078746795
ann.wb 10,-164.81268093261718,0.31006703078746795
ann.wb 10,-163.7199307678223,0.31006703078746795
ann.wb 10,-162.62718060302734,0.31006703078746795
ann.wb 10,-161.53443043823245,0.31006703078746795
ann.wb 10,-160.4416802734375,0.31006703078746795
ann.wb 10,-159.34893010864258,0.31006703078746795
ann.wb 10,-158.25617994384766,0.31006703078746795
ann.wb 10,-157.16342977905273,0.31006703078746795
ann.wb 10,-156.0706796142578,0.31006703078746795
ann.wb 10,-154.9779294494629,0.31006703078746795
ann.wb 10,-153.88517928466797,0.31006703078746795
ann.wb 10,-152.79242911987305,0.31006703078746795
ann.wb 10,-151.69967895507813,0.31006703078746795
ann.wb 10,-150.6069287902832,0.31006703078746795
ann.wb 10,-149.51417862548828,0.31006703078746795
ann.wb 10,-148.42142846069336,0.31006703078746795
ann.wb 10,-147.32867829589844,0.31006703078746795
ann.wb 10,-146.23592813110352,0.31006703078746795
ann.wb 10,-145.1431779663086,0.31006703078746795
ann.wb 10,-144.05042780151368,0.31006703078746795
ann.wb 10,-142.95767763671876,0.31006703078746795
ann.wb 10,-141.86492747192383,0.31006703078746795
ann.wb 10,-140.7721773071289,0.31006703078746795
ann.wb 10,-139.679427142334,0.31006703078746795
ann.wb 10,-138.58667697753907,0.31006703078746795
ann.wb 10,-137.49392681274415,0.31006703078746795
ann.wb 10,-136.40117664794923,0.31006703078746795
ann.wb 10,-135.3084264831543,0.31006703078746795
ann.wb 10,-134.21567631835939,0.31006703078746795
ann.wb 10,-133.12292615356446,0.31006703078746795
ann.wb 10,-132.03017598876954,0.31006703078746795
ann.wb 10,-130.93742582397462,0.31006703078746795
ann.wb 10,-129.8446756591797,0.31006703078746795
ann.wb 10,-128.75192549438475,0.31006703078746795
ann.wb 10,-127.65917532958986,0.31006703078746795
ann.wb 10,-126.56642516479494,0.31006703078746795
ann.wb 10,-125.47367500000001,0.31006703078746795
ann.wb 10,-124.38092483520508,0.31006703078746795
ann.wb 10,-123.28817467041016,0.31006703078746795
ann.wb 10,-122.19542450561525,0.31006703078746795
